pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-0,1-2,0-0,,558380,,,15,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,118.4069444,-541.9284175,Crosscourt,Backhand,,,,,,,,,,-4.148135389,421.6835521,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Deep
0-0,1-2,0-0,,559700,,,15,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,17.31500984,548.5049267,Crosscourt,Backhand,,,,,,,,,,-6.088637358,-341.5082513,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Short
0-0,1-2,0-0,,560900,,,15,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-14.66061352,-531.7767334,Down the Line,Backhand,,,,,,,,,,-77.54180337,308.6440015,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,1-2,0-0,,562299,,,15,,5,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-95.8014381,527.8319608,Crosscourt,Backhand,,,,,,,,,,102.28861,-396.8614556,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
0-0,1-2,0-0,,563599,,,15,,6,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,100.0043088,-504.1598425,Down the Line,Forehand,,,,,,,,,,109.2982174,219.9559,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,1-2,0-0,,564969,,,15,,7,Ad,Roger Pascual Ferra,Far,,,,,,,,,,116.4916284,511.6764982,Down the Line,Forehand,,,,,,,,,,67.90363626,-188.788446,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-0,1-2,0-0,,566330,,,15,,8,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,61.29329068,-447.4263506,Down the Line,Forehand,,,,,,,,,,121.7701444,384.1787784,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
0-0,1-2,0-0,,567929,,,15,,9,Ad,Roger Pascual Ferra,Far,,,,,,,,,,121.3099081,491.3115814,Crosscourt,Forehand,,,,,,,,,,-90.83055009,-290.2503992,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-0,1-2,0-0,,569369,,,15,,10,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-154.4649442,-551.3036253,Down the Line,Backhand,,,,,,,,,,-57.60642498,395.7147692,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
0-0,1-2,0-0,,570799,,,15,,11,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-31.76100722,534.4400864,Crosscourt,Backhand,,,,,,,,,,68.88730315,-164.8229385,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-0,1-2,0-0,,572169,,,15,,12,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,96.43973644,-451.0166831,Crosscourt,Forehand,1.0,,,,,,,,,-105.5914479,243.836051,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,1-2,0-0,,573599,1.0,573599.0,15,,13,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-144.6104385,484.1652887,Crosscourt,Backhand,,,,,,,,,,115.460269,-456.3650919,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,Long
0-15,1-2,0-0,1.0,608880,,,16,,1,Ad,Roger Pascual Ferra,Far,0.0,T,-5.514720035,-309.056086,1.0,Wide,-106.9595636,-131.1639162,,36.35919729,482.3092246,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Wide,
0-15,1-2,0-0,,624780,,,16,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-196.3811953,-553.5785105,Crosscourt,Backhand,,,,,,,,,,32.08961067,244.1393154,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-15,1-2,0-0,,626080,,,16,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,62.50018591,492.0399059,Crosscourt,Backhand,,,,,,,,,,-73.89964458,-276.4762686,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Short
0-15,1-2,0-0,,627200,,,16,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-123.7864337,-534.305315,Crosscourt,Backhand,,,,,,,,,,68.13333333,297.3992946,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-15,1-2,0-0,,628580,,,16,,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,82.85365814,340.226717,Crosscourt,Backhand,,,,,,,,,,-93.12698491,-437.8846019,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Deep
0-15,1-2,0-0,,629700,,,16,,6,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-108.1529473,-540.1111658,Crosscourt,Backhand,,,,,,,,,,46.94061133,238.0584482,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-15,1-2,0-0,,630979,1.0,630979.0,16,,7,Ad,Roger Pascual Ferra,Far,,,,,,,,,,85.39747375,450.0737041,Down the Line,Backhand,,,,,,,,,,93.75984799,224.1957458,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,Emon van Loben Sels,1,,,
0-30,1-2,0-0,1.0,658219,,,17,,1,Deuce,Roger Pascual Ferra,Far,1.0,Wide,117.1704998,-209.7118548,,,,,,-35.89371719,441.6049213,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
0-30,1-2,0-0,,659179,,,17,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,152.1553806,-485.4798939,Crosscourt,Forehand,,,,,,,,,,-13.29066054,244.5998578,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-30,1-2,0-0,,660619,,,17,,3,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-65.38810696,472.2314906,Down the Line,Backhand,,,,,,,,,,-103.7911144,-232.9460521,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-30,1-2,0-0,,661780,1.0,661780.0,17,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-91.18560258,-588.0239993,Down the Line,Backhand,1.0,,,,,,,,,-16.1352909,-242.2270232,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
15-30,1-2,0-0,1.0,689049,,,18,,1,Ad,Roger Pascual Ferra,Far,0.0,Wide,-116.5499234,-247.3182141,0.0,T,-5.846768373,-285.792301,,-41.03126094,468.498808,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,Double Fault,T,
15-30,1-2,0-0,,702679,,,18,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-195.7327154,-486.6963965,Down the Line,Backhand,1.0,,,,,,,,,-74.19862205,362.3007546,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-30,1-2,0-0,,704179,,,18,,3,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-44.58718285,488.9233979,Crosscourt,Backhand,,,,,,,,,,26.72780512,-445.0701662,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
15-30,1-2,0-0,,705299,,,18,,4,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,27.30478456,-524.5164151,Down the Line,Forehand,,,,,,,,,,157.0181376,444.2070319,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-30,1-2,0-0,,706650,,,18,,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,162.1211559,482.3317312,Crosscourt,Forehand,,,,,,,,,,-64.3001367,-269.6737369,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-30,1-2,0-0,,707969,,,18,,6,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-119.6496282,-496.9715223,Crosscourt,Backhand,,,,,,,,,,107.0096675,196.4384569,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-30,1-2,0-0,,709250,,,18,,7,Ad,Roger Pascual Ferra,Far,,,,,,,,,,139.0761975,519.5754976,Crosscourt,Forehand,,,,,,,,,,-110.8763561,-266.2688156,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-30,1-2,0-0,,710700,,,18,,8,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-170.7715989,-525.4162948,Down the Line,Backhand,,,,,,,,,,-96.67605534,396.9108322,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-30,1-2,0-0,,712049,,,18,,9,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-105.5794291,579.5586997,Down the Line,Backhand,,,,,,,,,,-65.91804462,-343.3986877,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-30,1-2,0-0,,712929,1.0,712929.0,18,,10,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-46.11801181,-513.0317531,Down the Line,Backhand,,,,,,,,,,-79.22045604,-18.22736767,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
30-30,1-2,0-0,1.0,756179,,,19,,1,Deuce,Roger Pascual Ferra,Far,1.0,Wide,113.2155074,-195.8356791,,,,,,-35.0888014,472.5109471,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
30-30,1-2,0-0,,757380,,,19,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,171.4534941,-509.0520724,Down the Line,Forehand,,,,,,,,,,125.5327975,385.6499344,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-30,1-2,0-0,,758820,,,19,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,133.8824639,540.7541339,Crosscourt,Forehand,,,,,,,,,,-133.7617399,-163.610876,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
30-30,1-2,0-0,,760469,,,19,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-200.1381835,-531.7611166,Crosscourt,Backhand,,,,,,,,,,100.4238955,242.0953521,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-30,1-2,0-0,,762219,1.0,762219.0,19,,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,137.2240759,516.447009,Crosscourt,Forehand,,,,,,,,,,-153.1788933,-7.218941382,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Short
30-40,1-2,0-0,1.0,789219,,,20,,1,Ad,Roger Pascual Ferra,Far,0.0,Wide,-154.9573327,-254.8511756,,,,,,45.18035324,470.2833716,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,Double Fault,,
30-40,1-2,0-0,,789929,,,20,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-181.3940453,-498.9978784,Crosscourt,Backhand,,,,,,,,,,44.08966535,142.6646927,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-40,1-2,0-0,,791049,,,20,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,83.61252734,454.2147583,Down the Line,Forehand,,,,,,,,,,32.42280731,-400.567383,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
30-40,1-2,0-0,,792669,,,20,,4,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,27.44399606,-485.2650864,Down the Line,Forehand,,,,,,,,,,7.588117892,454.2680774,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-40,1-2,0-0,,794679,,,20,,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,35.6725175,380.5883694,Crosscourt,Backhand,,,,,,,,,,-67.5891951,-129.965327,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Short
30-40,1-2,0-0,,795900,,,20,,6,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-111.0033191,-531.4046479,Crosscourt,Backhand,,,,,,,,,,36.10580709,324.4312828,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-40,1-2,0-0,,797250,,,20,,7,Ad,Roger Pascual Ferra,Far,,,,,,,,,,88.75799431,478.166601,Down the Line,Forehand,,,,,,,,,,68.42653106,-259.1490486,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,4,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
30-40,1-2,0-0,,798700,1.0,798700.0,20,,8,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,55.86534339,-468.9097824,Down the Line,Forehand,,,,,,,,,,105.4196632,484.639381,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,4,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,Long
0-0,2-2,0-0,1.0,838900,,,21,,1,Deuce,Emon van Loben Sels,Near,0.0,T,-36.95585083,-212.7799431,1.0,T,-52.45483377,243.7810094,,8.250606955,-435.8268591,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,True,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,T,
0-0,2-2,0-0,,850650,,,21,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-45.22463911,454.4529145,Crosscourt,Forehand,,,,,,,,,,53.64718395,-79.06578084,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,1.0,,,,,,,Short
0-0,2-2,0-0,,852729,,,21,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,65.33413714,-312.8980096,Down the Line,Backhand,,,,,,,,,,146.8672572,389.6145341,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,1.0,,,,,,Deep
0-0,2-2,0-0,,853650,1.0,853650.0,21,,4,Ad,Emon van Loben Sels,Near,,,,,,,,,,159.785526,482.6617892,Crosscourt,Forehand,,,,,,,,,,-227.0412948,-315.8936789,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
15-0,2-2,0-0,1.0,882380,,,22,,1,Ad,Emon van Loben Sels,Near,0.0,Body,93.87590223,-23.51361549,1.0,Wide,156.9318624,243.3025919,,-65.27289479,-486.8715879,,,,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,Wide,
15-0,2-2,0-0,,893080,,,22,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,132.248633,428.1287347,Down the Line,Forehand,,,,,,,,,,61.89993438,-300.4954014,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
15-0,2-2,0-0,,894500,1.0,894500.0,22,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,27.35802712,-455.6384132,Crosscourt,Forehand,,,,,,,,,,-123.3351925,456.0,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,Long
15-15,2-2,0-0,1.0,915570,,,23,,1,Deuce,Emon van Loben Sels,Near,0.0,Wide,-181.1051345,244.5798392,1.0,Body,-53.73024388,243.348294,,8.320346675,-437.8677603,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,Body,
15-15,2-2,0-0,,933500,1.0,933500.0,23,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-201.7169729,501.5288714,Down the Line,Backhand,,,,,,,,,,-153.7025919,276.6611439,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
30-15,2-2,0-0,1.0,962500,,,24,,1,Ad,Emon van Loben Sels,Near,1.0,Body,85.06397091,244.6583443,,,,,,-56.91048228,-431.3065617,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Body,
30-15,2-2,0-0,,963049,,,24,,2,Ad,Emon van Loben Sels,Near,,,,,1.0,T,15.71099628,-443.0740868,,121.1092629,504.3528325,Crosscourt,Backhand,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,1.0,,,,,,,
30-15,2-2,0-0,,965770,,,24,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,10.43290136,-611.0160597,Crosscourt,Backhand,,,,,,,,,,-129.4559438,333.4977526,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,1.0,,,,,,,Short
30-15,2-2,0-0,,967179,,,24,,4,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-148.0354549,550.9490322,Crosscourt,Backhand,,,,,,,,,,75.28896544,-209.8884624,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
30-15,2-2,0-0,,968530,1.0,968530.0,24,,5,Deuce,Emon van Loben Sels,Near,,,,,,,,,,123.3031168,-467.0842629,Crosscourt,Forehand,,,,,,,,,,-133.3864392,236.1511702,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
40-15,2-2,0-0,1.0,990500,,,25,,1,Deuce,Emon van Loben Sels,Near,1.0,T,-0.8815069991,215.3517388,1.0,Body,-92.00670932,243.348294,,9.131539808,-426.8798119,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,T,
40-15,2-2,0-0,,1001179,1.0,1001179.0,25,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-155.1933836,524.9772638,Crosscourt,Backhand,,,,,,,,,,110.1190179,-195.0495954,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Short
