pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-30,3-2,0-0,,1546800,,,35,,3,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-58.17670604,-512.8076444,Crosscourt,Backhand,,,,,,,,,,66.46715879,188.6703248,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Short
30-30,3-2,0-0,,1548380,1.0,1548380.0,35,,4,Ad,Roger Pascual Ferra,Near,,,,,,,,,,103.6827537,532.4673556,Down the Line,Backhand,,,,,,,,,,157.3695921,-294.7253773,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
30-40,3-2,0-0,1.0,1579729,,,36,1.0,1,Ad,Roger Pascual Ferra,Near,0.0,Body,85.77556868,253.0284503,1.0,Body,78.85927931,243.876203,,-37.57803478,-436.5270888,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
30-40,3-2,0-0,,1591579,,,36,1.0,2,Ad,Roger Pascual Ferra,Near,,,,,,,,,,135.683563,528.8402395,Crosscourt,Backhand,1.0,,,,,,,,,-7.166043307,-189.5565398,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-40,3-2,0-0,,1593500,,,36,1.0,3,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-31.22138561,-397.5119641,Down the Line,Backhand,,,,,,,,,,-107.0944116,378.3005851,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,,,,,Deep
30-40,3-2,0-0,,1594579,1.0,1594579.0,36,1.0,4,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-100.2741579,538.1279473,Down the Line,Forehand,,,,,,,,,,-50.18691492,-200.6418635,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
0-0,4-2,0-0,1.0,1643020,1.0,1643020.0,37,,1,Deuce,Emon van Loben Sels,Far,1.0,T,0.5860126859,-241.6205326,,,,,1,-32.361986,475.181075,,,,,,,,,,,,,,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,True,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,1st Serve In,T,
15-0,4-2,0-0,1.0,1663079,1.0,1663079.0,38,,1,Ad,Emon van Loben Sels,Far,1.0,T,-10.85007655,-186.4221566,,,,,1,53.53021107,486.0367782,,,,,,,,,,,,,,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,1st Serve In,T,
30-0,4-2,0-0,1.0,1677280,,,39,,1,Deuce,Emon van Loben Sels,Far,0.0,Wide,152.1312664,-335.8845199,,,,,,-14.82784339,412.4687227,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,Double Fault,,
30-0,4-2,0-0,,1677900,,,39,,2,Deuce,Emon van Loben Sels,Far,,,,,,,,,,131.7685313,-441.2628062,Crosscourt,Backhand,,,,,,,,,,-18.15843176,243.597091,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
30-0,4-2,0-0,,1679479,1.0,1679479.0,39,,3,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-30.36560039,413.8758038,Down the Line,Forehand,,,,,,,,,,-113.9940125,-69.46738298,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
40-0,4-2,0-0,1.0,1695180,,,40,,1,Ad,Emon van Loben Sels,Far,0.0,Wide,-152.0080162,-245.782103,1.0,T,-21.11747047,-172.8507765,,48.14237752,467.2041831,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,T,
40-0,4-2,0-0,,1711369,,,40,,2,Ad,Emon van Loben Sels,Far,,,,,,,,,,-64.15434164,-496.9394466,Down the Line,Backhand,,,,,,,,,,-119.9450077,148.6323764,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,7,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,,,,,Short
40-0,4-2,0-0,,1713579,1.0,1713579.0,40,,3,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-159.0153653,457.1078084,Crosscourt,Forehand,,,,,,,,,,86.24656059,-204.1105916,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,7,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
0-0,5-2,0-0,1.0,1807680,,,41,,1,Deuce,Roger Pascual Ferra,Far,1.0,T,21.46138451,-206.1838364,,,,,,-40.018236,475.5268263,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,8,True,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,T,
0-0,5-2,0-0,,1808469,,,41,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,46.86164698,-516.2127953,Crosscourt,Backhand,,,,,,,,,,-45.61957568,230.8255741,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,8,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Short
0-0,5-2,0-0,,1810150,,,41,,3,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-62.85328631,441.864895,Down the Line,Backhand,,,,,,,,,,-125.8301673,-282.6174595,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,8,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-0,5-2,0-0,,1811130,1.0,1811130.0,41,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-145.5834646,-556.975853,Crosscourt,Backhand,,,,,,,,,,94.22873469,473.6872211,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,8,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,Long
15-0,5-2,0-0,1.0,1828880,1.0,1841219.0,42,,1,Ad,Roger Pascual Ferra,Far,0.0,T,-13.28258421,-310.1927439,1.0,Wide,-147.4768865,-157.669182,1,43.6462325,454.5233049,,,1.0,,,,,,,,,,,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,8,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Roger Pascual Ferra,,2nd Serve In,Wide,
30-0,5-2,0-0,1.0,1861579,,,43,,1,Deuce,Roger Pascual Ferra,Far,1.0,Wide,117.5194663,-176.1231463,,,,,,-42.00114829,495.3406004,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,8,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
30-0,5-2,0-0,,1862430,,,43,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,117.5651301,-483.6163659,Crosscourt,Forehand,,,,,,,,,,-108.3628171,156.1220855,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,8,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-0,5-2,0-0,,1864050,1.0,1864050.0,43,,3,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-167.6614447,430.7035925,Down the Line,Backhand,,,,,,,,,,-235.4285871,-411.3794893,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,8,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
30-15,5-2,0-0,1.0,1893880,,,44,,1,Ad,Roger Pascual Ferra,Far,0.0,T,35.1834591,-370.9866798,1.0,T,-14.10648513,-183.7284121,,37.88596894,478.7551783,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,8,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,T,
30-15,5-2,0-0,,1908329,1.0,1908329.0,44,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-38.41755249,-571.5178478,Crosscourt,Forehand,,,,,,,,,,182.5364829,316.3784503,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,8,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,Roger Pascual Ferra,1,,,
40-15,5-2,0-0,1.0,1933579,,,45,1.0,1,Deuce,Roger Pascual Ferra,Far,1.0,Wide,139.200596,-218.3968231,,,,,,-42.1214895,436.8330709,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,8,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
40-15,5-2,0-0,,1934380,1.0,1934380.0,45,1.0,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,167.0536909,-502.4360619,Down the Line,Forehand,,,,,,,,,,106.7898458,-53.26970144,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,8,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
0-0,5-3,0-0,1.0,1976300,,,46,,1,Deuce,Emon van Loben Sels,Near,0.0,T,-45.89087927,-0.7021817585,0.0,Wide,-143.8749945,279.4687227,,5.804587708,-434.4587817,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,9,True,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,Double Fault,Wide,
0-0,5-3,0-0,,1987979,,,46,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-161.9027504,434.6043471,Crosscourt,Backhand,,,,,,,,,,77.0829451,-320.4931704,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
0-0,5-3,0-0,,1989380,1.0,1989380.0,46,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,99.08785542,-464.6872375,Down the Line,Forehand,,,,,,,,,,119.9673228,-36.43479331,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
0-15,5-3,0-0,1.0,2016500,,,47,,1,Ad,Emon van Loben Sels,Near,1.0,Wide,143.4960192,237.5136975,,,,,,-72.37493985,-462.4104768,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
0-15,5-3,0-0,,2017420,,,47,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,170.1019521,447.8842137,Down the Line,Forehand,,,,,,,,,,75.86196413,-263.4417924,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
0-15,5-3,0-0,,2018599,,,47,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,43.55888561,-464.2133366,Crosscourt,Forehand,,,,,,,,,,-83.3933563,420.0270997,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Deep
0-15,5-3,0-0,,2019619,1.0,2019619.0,47,,4,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-123.1160214,544.2863244,Crosscourt,Backhand,,,,,,,,,,72.40762795,-499.4845254,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,Long
15-15,5-3,0-0,1.0,2044469,1.0,2044469.0,48,,1,Deuce,Emon van Loben Sels,Near,1.0,Wide,-154.2537347,207.0515639,,,,,1,8.397052712,-437.5902176,,,1.0,,,,,,,,,,,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,1st Serve In,Wide,
30-15,5-3,0-0,1.0,2060870,,,49,,1,Ad,Emon van Loben Sels,Near,1.0,T,5.481725722,230.031414,,,,,,-52.08198272,-428.3277723,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,T,
30-15,5-3,0-0,,2061500,,,49,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,64.57530621,504.0951936,Down the Line,Backhand,,,,,,,,,,61.34860017,-72.09942585,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,,,,,Short
30-15,5-3,0-0,,2063770,1.0,2063770.0,49,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,56.8997266,-308.1720144,Down the Line,Backhand,,,,,,,,,,117.6957294,409.0593996,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,1.0,,Emon van Loben Sels,,,,Deep
40-15,5-3,0-0,1.0,2082830,,,50,,1,Deuce,Emon van Loben Sels,Near,0.0,Body,-85.57438758,-237.4179681,0.0,Wide,-130.0873906,266.8832677,,5.576421697,-428.9161199,,,,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,Double Fault,Wide,
40-15,5-3,0-0,,2093479,1.0,2093479.0,50,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-172.2026028,517.4093941,Crosscourt,Backhand,,,,,,,,,,162.3904692,-455.4201608,,,1.0,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
40-30,5-3,0-0,1.0,2112870,,,51,,1,Ad,Emon van Loben Sels,Near,1.0,Wide,116.6479112,174.2722113,,,,,,-63.33055556,-457.1685914,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
40-30,5-3,0-0,,2113649,,,51,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,169.042383,456.3629101,Crosscourt,Forehand,,,,,,,,,,-43.61664479,-198.9756507,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-30,5-3,0-0,,2114899,,,51,,3,Ad,Emon van Loben Sels,Near,,,,,,,,,,-101.321402,-434.2608541,Crosscourt,Backhand,,,,,,,,,,85.72684274,388.320713,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Deep
40-30,5-3,0-0,,2116280,,,51,,4,Ad,Emon van Loben Sels,Near,,,,,,,,,,115.4334372,510.7525044,Crosscourt,Forehand,,,,,,,,,,-3.236581365,-360.8864392,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,9,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Deep
40-30,5-3,0-0,,2117300,1.0,2117300.0,51,,5,Ad,Emon van Loben Sels,Near,,,,,,,,,,-15.49236111,-520.3395724,Down the Line,Backhand,,,,,,,,,,-13.07623578,210.85146,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,9,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
0-0,0-0,1-0,1.0,2274070,,,52,,1,Deuce,Roger Pascual Ferra,Near,0.0,T,-38.99977581,-216.1720035,1.0,Body,-104.1407316,243.4357557,,21.16891404,-451.6789042,,,,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,10,True,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
0-0,0-0,1-0,,2285679,,,52,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-120.0018482,490.2259077,Down the Line,Forehand,1.0,,,,,,,,,-48.50761155,-288.7612533,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,10,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,0-0,1-0,,2287300,,,52,,3,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-23.54565289,-427.919171,Crosscourt,Backhand,,,,,,,,,,112.1002078,252.5620133,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Short
0-0,0-0,1-0,,2288479,1.0,2288479.0,52,,4,Ad,Roger Pascual Ferra,Near,,,,,,,,,,160.7756999,568.1820155,Down the Line,Backhand,,,,,,,,,,112.2369313,186.5527176,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,10,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
15-0,0-0,1-0,1.0,2309729,,,53,,1,Ad,Roger Pascual Ferra,Near,1.0,Wide,157.1133694,244.7690781,1.0,Wide,143.8889272,237.7804462,,-58.30305665,-463.2012303,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
15-0,0-0,1-0,,2325050,,,53,,2,Ad,Roger Pascual Ferra,Near,,,,,,,,,,182.4974792,502.0000547,Down the Line,Backhand,1.0,,,,,,,,,95.97081146,-130.3666175,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,10,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-0,0-0,1-0,,2327330,1.0,2327330.0,53,,3,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,33.40050306,-301.1803587,Crosscourt,Backhand,,,,,,,,,,-48.41666667,183.3361931,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Short
30-0,0-0,1-0,1.0,2350600,,,54,,1,Deuce,Roger Pascual Ferra,Near,0.0,T,-46.81598316,246.6073053,1.0,Body,-90.15719051,243.0510389,,39.64014108,-470.4398458,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
30-0,0-0,1-0,,2363419,1.0,2363419.0,54,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-58.55809274,504.676192,Down the Line,Backhand,,,,,,,,,,-176.2993712,153.4695647,,1.0,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,10,False,,Emon van Loben Sels,Emon van Loben Sels,,1.0,,Roger Pascual Ferra,1,,,
40-0,0-0,1-0,1.0,2387669,1.0,2400129.0,55,,1,Ad,Roger Pascual Ferra,Near,0.0,T,-9.737150044,-12.24376094,0.0,Body,70.57950569,-34.68751094,,-46.5413878,-455.5928259,,,,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,,,1,Emon van Loben Sels,,Double Fault,Body,
40-15,0-0,1-0,1.0,2419500,,,56,,1,Deuce,Roger Pascual Ferra,Near,1.0,Wide,-157.470642,244.4318624,,,,,,29.6893318,-444.9892881,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
40-15,0-0,1-0,,2420379,,,56,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-196.8897364,513.9766459,Down the Line,Forehand,1.0,,,,,,,,,-7.081643701,-315.9213911,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,10,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
40-15,0-0,1-0,,2422100,1.0,2422100.0,56,,3,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-0.1350010936,-404.7725503,Down the Line,Backhand,,,,,,,,,,-110.5542596,362.0690289,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,10,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,Roger Pascual Ferra,,,,Deep
0-0,0-1,1-0,1.0,2491530,,,57,,1,Deuce,Emon van Loben Sels,Near,1.0,T,-4.822796369,209.7058454,,,,,,13.76341317,-401.609077,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,11,True,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,T,
0-0,0-1,1-0,,2492419,1.0,2492419.0,57,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-24.04144794,500.0257929,Down the Line,Forehand,,,,,,,,,,-185.7863845,376.0286089,,1.0,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,11,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,Emon van Loben Sels,1,,,
