pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,serverStartLocation,returnerStartLocation,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
96,Rudy Quan,Edward Winter,40-40,0-5,0-1,,Ad,Rudy Quan,Edward Winter,UCLA,Pepperdine,4422139.0,4427999.0,5860.0,2,1-4,1,0,1st Serve In,Body,Body,,False,Near,,,91.16608158,205.3977526,,,Down the Line,Backhand,,,Down the Line,Backhand,Edward Winter,Winner,Edward Winter,,True,,,2,0,1,0,5,40,40,,,6,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Winner,1.0,0.0,0.0,0.0,"Set 2: 0-5, 40-40 Rudy Quan Serving"
97,Rudy Quan,Edward Winter,0-0,0-0,0-2,,Deuce,Edward Winter,Rudy Quan,UCLA,Pepperdine,4538691.0,4550000.0,11309.0,6,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,,,118.7539206,-197.810783,,,Down the Line,Forehand,Long,,Crosscourt,Forehand,Rudy Quan,Error,Edward Winter,,False,,,3,0,2,0,0,0,0,,,1,,,Down the Line,Forehand,Crosscourt,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,1.0,0.0,1.0,2.0,"Set 3: 0-0, 0-0 Edward Winter Serving"
98,Rudy Quan,Edward Winter,15-0,0-0,0-2,,Ad,Edward Winter,Rudy Quan,UCLA,Pepperdine,4565291.0,4582999.0,17708.0,11,9-12,1,0,1st Serve In,Wide,Wide,,False,Far,,,-114.3900208,-216.7332513,,,Crosscourt,Backhand,,,Down the Line,Backhand,Edward Winter,Winner,Edward Winter,,False,Rudy Quan,,3,0,2,0,0,15,0,,,1,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Down the Line,Backhand,Winner,1.0,2.0,4.0,3.0,"Set 3: 0-0, 15-0 Edward Winter Serving"
99,Rudy Quan,Edward Winter,15-15,0-0,0-2,,Deuce,Edward Winter,Rudy Quan,UCLA,Pepperdine,4612270.0,4616999.0,4729.0,2,1-4,1,0,1st Serve In,T,T,,False,Far,,,26.70139436,-231.5145888,,,Crosscourt,Backhand,Wide Left,Wide Left,Crosscourt,Backhand,Rudy Quan,Error,Edward Winter,,False,,,3,0,2,0,0,15,15,,,1,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 3: 0-0, 15-15 Edward Winter Serving"
100,Rudy Quan,Edward Winter,30-15,0-0,0-2,,Ad,Edward Winter,Rudy Quan,UCLA,Pepperdine,4632578.0,4651999.0,19421.0,5,5-8,0,1,2nd Serve In,T,Wide,T,False,Far,,,-168.2604713,-321.394696,-27.18758202,-198.1168034,Crosscourt,Forehand,Net,,Down the Line,Forehand,Edward Winter,Error,Rudy Quan,,False,,,3,0,2,0,0,30,15,,,1,,,Crosscourt,Forehand,,,,2nd Serve In,Ad: T,,,Down the Line,Forehand,Error,0.0,1.0,1.0,1.0,"Set 3: 0-0, 30-15 Edward Winter Serving"
101,Rudy Quan,Edward Winter,30-30,0-0,0-2,,Deuce,Edward Winter,Rudy Quan,UCLA,Pepperdine,4690183.0,4695000.0,4817.0,2,1-4,1,0,1st Serve In,T,T,,False,Far,,,10.38823272,-222.2039151,,,Crosscourt,Backhand,Long,Long,Crosscourt,Backhand,Rudy Quan,Error,Edward Winter,,False,,,3,0,2,0,0,30,30,,,1,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 3: 0-0, 30-30 Edward Winter Serving"
102,Rudy Quan,Edward Winter,40-30,0-0,0-2,,Ad,Edward Winter,Rudy Quan,UCLA,Pepperdine,4725053.0,4730999.0,5946.0,2,1-4,1,0,1st Serve In,T,T,,False,Far,,,-47.92301509,-182.8036144,,,Crosscourt,Backhand,Net,Net,Crosscourt,Backhand,Rudy Quan,Error,Edward Winter,,False,,,3,0,2,0,0,40,30,,,1,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Ad: T,,,,,,0.0,0.0,0.0,0.0,"Set 3: 0-0, 40-30 Edward Winter Serving"
103,Rudy Quan,Edward Winter,0-0,0-1,0-2,,Deuce,Rudy Quan,Edward Winter,UCLA,Pepperdine,4792793.0,4803999.0,11206.0,6,5-8,1,0,1st Serve In,Body,Body,,False,Far,,,61.46071194,-155.3210357,,,Down the Line,Backhand,Long,,Crosscourt,Backhand,Edward Winter,Error,Rudy Quan,,False,,,3,0,2,0,1,0,0,,,2,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Backhand,Error,0.0,0.0,2.0,1.0,"Set 3: 0-1, 0-0 Rudy Quan Serving"
104,Rudy Quan,Edward Winter,0-15,0-1,0-2,,Ad,Rudy Quan,Edward Winter,UCLA,Pepperdine,4818931.0,4825999.0,7068.0,2,1-4,1,0,1st Serve In,T,T,,False,Far,,,-43.67237533,-160.4325897,,,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Edward Winter,Error,Rudy Quan,,False,,,3,0,2,0,1,0,15,,,2,1st Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 3: 0-1, 0-15 Rudy Quan Serving"
105,Rudy Quan,Edward Winter,15-15,0-1,0-2,,Deuce,Rudy Quan,Edward Winter,UCLA,Pepperdine,4840999.0,4848999.0,8000.0,4,1-4,1,0,1st Serve In,T,T,,False,Far,,,22.6761647,-187.9468613,,,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Edward Winter,Error,Rudy Quan,,False,,,3,0,2,0,1,15,15,,,2,1st Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,1.0,1.0,0.0,0.0,"Set 3: 0-1, 15-15 Rudy Quan Serving"
