Name,pointNumber,setNum,gameNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,Position,pointEndPosition,Duration,pointWonBy,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,isBreakPoint,atNetPlayer1,atNetPlayer2,isExcitingPoint,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,clientTeam,opponentTeam
"Set 1: 3-4, 40-15 Catherine Gagnon Serving",47,1,8,Anne Lutkemeyer,Catherine Gagnon,40-15,3-4,0-0,,Deuce,Catherine Gagnon,Anne Lutkemeyer,2070229.0,,,Catherine Gagnon,2,1 - 4,0,1,2nd Serve In,Body,T,Body,False,Near,32.0,223.0,-91.0,219.0,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Anne Lutkemeyer,Error,False,,,,0,0,3,4,40,15,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 1: 3-4, 40-30 Catherine Gagnon Serving",48,1,8,Anne Lutkemeyer,Catherine Gagnon,40-30,3-4,0-0,,Ad,Catherine Gagnon,Anne Lutkemeyer,2101731.0,,,Catherine Gagnon,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,120.0,223.0,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Anne Lutkemeyer,Error,False,,,,0,0,3,4,40,30,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Ad: Wide,,,,,,UCLA,Michigan State University
"Set 1: 3-4, 40-40 Catherine Gagnon Serving",49,1,8,Anne Lutkemeyer,Catherine Gagnon,40-40,3-4,0-0,,Deuce,Catherine Gagnon,Anne Lutkemeyer,2128541.0,2154713.0,26172.0,Anne Lutkemeyer,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-77.0,207.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Catherine Gagnon,Error,True,,,,0,0,3,4,40,40,,,,,Down the Line,Forehand,,,,1st Serve In,Deuce: Body,,,Crosscourt,Backhand,Error,UCLA,Michigan State University
"Set 1: 3-5, 0-0 Anne Lutkemeyer Serving",50,1,9,Anne Lutkemeyer,Catherine Gagnon,0-0,3-5,0-0,,Deuce,Anne Lutkemeyer,Catherine Gagnon,2194159.0,,,Anne Lutkemeyer,5,5 - 8,1,0,1st Serve In,T,T,,False,Far,24.0,-195.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,False,Anne Lutkemeyer,,,0,0,3,5,0,0,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Winner,,,Crosscourt,Backhand,,,,UCLA,Michigan State University
"Set 1: 3-5, 15-0 Anne Lutkemeyer Serving",51,1,9,Anne Lutkemeyer,Catherine Gagnon,15-0,3-5,0-0,,Ad,Anne Lutkemeyer,Catherine Gagnon,2203069.0,,,Anne Lutkemeyer,4,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,-125.0,-174.0,,,Down the Line,Backhand,Wide Right,,Down the Line,Forehand,Catherine Gagnon,Error,False,,,,0,0,3,5,15,0,,,1st Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Forehand,Error,UCLA,Michigan State University
"Set 1: 3-5, 30-0 Anne Lutkemeyer Serving",52,1,9,Anne Lutkemeyer,Catherine Gagnon,30-0,3-5,0-0,,Deuce,Anne Lutkemeyer,Catherine Gagnon,2228974.0,,,Anne Lutkemeyer,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,138.0,-203.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,False,,,,0,0,3,5,30,0,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,UCLA,Michigan State University
"Set 1: 3-5, 40-0 Anne Lutkemeyer Serving",53,1,9,Anne Lutkemeyer,Catherine Gagnon,40-0,3-5,0-0,,Ad,Anne Lutkemeyer,Catherine Gagnon,2251865.0,,,Catherine Gagnon,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-69.0,-169.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Catherine Gagnon,Winner,False,Anne Lutkemeyer,,,0,0,3,5,40,0,,,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Winner,UCLA,Michigan State University
"Set 1: 3-5, 40-15 Anne Lutkemeyer Serving",54,1,9,Anne Lutkemeyer,Catherine Gagnon,40-15,3-5,0-0,,Deuce,Anne Lutkemeyer,Catherine Gagnon,2286625.0,,,Anne Lutkemeyer,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,107.0,-153.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,False,,,,0,0,3,5,40,15,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,UCLA,Michigan State University
"Set 2: 0-0, 0-0 Catherine Gagnon Serving",55,2,1,Anne Lutkemeyer,Catherine Gagnon,0-0,0-0,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,2456290.0,,,Catherine Gagnon,11,9 - 12,1,0,1st Serve In,Wide,Wide,,False,Far,109.0,-142.0,,,Down the Line,Forehand,,,Crosscourt,Forehand,Catherine Gagnon,Winner,False,,,,0,1,0,0,0,0,,,,,Down the Line,Forehand,,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,UCLA,Michigan State University
"Set 2: 0-0, 0-15 Catherine Gagnon Serving",56,2,1,Anne Lutkemeyer,Catherine Gagnon,0-15,0-0,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,2475701.0,,,Anne Lutkemeyer,2,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-83.0,-182.0,,,Crosscourt,Backhand,,,Crosscourt,Backhand,Anne Lutkemeyer,Winner,False,,,,0,1,0,0,0,15,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Winner,1st Serve In,Ad: Body,,,,,,UCLA,Michigan State University
"Set 2: 0-0, 15-15 Catherine Gagnon Serving",57,2,1,Anne Lutkemeyer,Catherine Gagnon,15-15,0-0,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,2512303.0,,,Anne Lutkemeyer,11,9 - 12,1,0,1st Serve In,Body,Body,,False,Far,75.0,-163.0,,,Down the Line,Forehand,Wide Left,,Down the Line,Forehand,Catherine Gagnon,Error,False,Anne Lutkemeyer,Catherine Gagnon,,0,1,0,0,15,15,,,,,Down the Line,Forehand,,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,UCLA,Michigan State University
"Set 2: 0-0, 30-15 Catherine Gagnon Serving",58,2,1,Anne Lutkemeyer,Catherine Gagnon,30-15,0-0,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,2555237.0,,,Anne Lutkemeyer,6,5 - 8,0,1,2nd Serve In,Body,Body,Body,False,Far,-75.0,-259.0,-77.0,-223.0,Down the Line,Backhand,,,Down the Line,Backhand,Anne Lutkemeyer,Winner,False,,,,0,1,0,0,30,15,,,,,Down the Line,Backhand,Down the Line,Backhand,Winner,2nd Serve In,Ad: Body,,,,,,UCLA,Michigan State University
"Set 2: 0-0, 40-15 Catherine Gagnon Serving",59,2,1,Anne Lutkemeyer,Catherine Gagnon,40-15,0-0,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,2618505.0,,,Anne Lutkemeyer,6,5 - 8,0,1,2nd Serve In,Body,Wide,Body,False,Far,144.0,-251.0,77.0,-212.0,Crosscourt,Forehand,Long,,Down the Line,Forehand,Catherine Gagnon,Error,False,,,,0,1,0,0,40,15,,,,,Crosscourt,Forehand,,,,2nd Serve In,Deuce: Body,,,Down the Line,Forehand,Error,UCLA,Michigan State University
"Set 2: 0-0, 40-30 Catherine Gagnon Serving",60,2,1,Anne Lutkemeyer,Catherine Gagnon,40-30,0-0,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,2669233.0,,,Anne Lutkemeyer,1,1 - 4,0,0,Double Fault,Body,Wide,Body,False,Far,-179.0,-289.0,-69.0,-255.0,,,,,,,Catherine Gagnon,,False,,,,0,1,0,0,40,30,,,,,,,,,,Double Fault,Ad: Body,,,,,,UCLA,Michigan State University
"Set 2: 1-0, 0-0 Anne Lutkemeyer Serving",61,2,2,Anne Lutkemeyer,Catherine Gagnon,0-0,1-0,1-0,,Deuce,Anne Lutkemeyer,Catherine Gagnon,2713812.0,,,Anne Lutkemeyer,7,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Far,125.0,-185.0,,,Down the Line,Forehand,,,Down the Line,Forehand,Anne Lutkemeyer,Winner,False,Anne Lutkemeyer,,,1,0,1,0,0,0,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Winner,,,Down the Line,Forehand,,,,UCLA,Michigan State University
"Set 2: 1-0, 15-0 Anne Lutkemeyer Serving",62,2,2,Anne Lutkemeyer,Catherine Gagnon,15-0,1-0,1-0,,Ad,Anne Lutkemeyer,Catherine Gagnon,2781162.0,,,Catherine Gagnon,9,9 - 12,0,1,2nd Serve In,T,Body,T,False,Far,-93.0,-1.0,-45.0,-154.0,Down the Line,Forehand,Wide Left,,Down the Line,Backhand,Anne Lutkemeyer,Error,False,,Catherine Gagnon,,1,0,1,0,15,0,,,2nd Serve In,Ad: T,,,Down the Line,Backhand,Error,,,Down the Line,Forehand,,,,UCLA,Michigan State University
"Set 2: 1-0, 15-15 Anne Lutkemeyer Serving",63,2,2,Anne Lutkemeyer,Catherine Gagnon,15-15,1-0,1-0,,Deuce,Anne Lutkemeyer,Catherine Gagnon,2828117.0,,,Catherine Gagnon,1,1 - 4,0,0,Double Fault,Wide,T,Wide,False,Far,45.0,-254.0,112.0,-260.0,,,,,,,Anne Lutkemeyer,,False,,,,1,0,1,0,15,15,,,Double Fault,Deuce: Wide,,,,,,,,,,,,,UCLA,Michigan State University
"Set 2: 1-0, 15-30 Anne Lutkemeyer Serving",64,2,2,Anne Lutkemeyer,Catherine Gagnon,15-30,1-0,1-0,,Ad,Anne Lutkemeyer,Catherine Gagnon,2865290.0,,,Catherine Gagnon,1,1 - 4,0,0,Double Fault,Wide,T,Wide,False,Far,16.0,-179.0,-139.0,-274.0,,,,,,,Anne Lutkemeyer,,False,,,,1,0,1,0,15,30,,,Double Fault,Ad: Wide,,,,,,,,,,,,,UCLA,Michigan State University
"Set 2: 1-0, 15-40 Anne Lutkemeyer Serving",65,2,2,Anne Lutkemeyer,Catherine Gagnon,15-40,1-0,1-0,,Deuce,Anne Lutkemeyer,Catherine Gagnon,2901145.0,,,Catherine Gagnon,10,9 - 12,1,0,1st Serve In,Body,Body,,False,Far,61.0,-161.0,,,Crosscourt,Forehand,,,Down the Line,Backhand,Catherine Gagnon,Winner,True,Anne Lutkemeyer,,,1,0,1,0,15,40,,,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Winner,UCLA,Michigan State University
"Set 2: 1-1, 0-0 Catherine Gagnon Serving",66,2,3,Anne Lutkemeyer,Catherine Gagnon,0-0,1-1,1-0,,Deuce,Catherine Gagnon,Anne Lutkemeyer,2968606.0,,,Anne Lutkemeyer,1,1 - 4,0,0,Double Fault,T,T,T,False,Near,-88.0,276.0,-61.0,217.0,,,,,,,Catherine Gagnon,,False,,,,1,0,1,1,0,0,,,,,,,,,,Double Fault,Deuce: T,,,,,,UCLA,Michigan State University
"Set 2: 1-1, 15-0 Catherine Gagnon Serving",67,2,3,Anne Lutkemeyer,Catherine Gagnon,15-0,1-1,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,2989696.0,,,Catherine Gagnon,10,9 - 12,1,0,Double Fault,,Wide,,False,Near,130.0,218.0,,,,,Long,,Down the Line,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,1,1,15,0,,,,,,,Down the Line,Forehand,Error,Double Fault,,,,,,,UCLA,Michigan State University
"Set 2: 1-1, 15-15 Catherine Gagnon Serving",68,2,3,Anne Lutkemeyer,Catherine Gagnon,15-15,1-1,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,3080100.0,,,Catherine Gagnon,2,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Near,-91.0,2.0,-85.0,201.0,Down the Line,Forehand,Wide Right,Wide Right,Down the Line,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,1,1,15,15,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 1-1, 15-30 Catherine Gagnon Serving",69,2,3,Anne Lutkemeyer,Catherine Gagnon,15-30,1-1,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,3085456.0,,,Catherine Gagnon,8,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,96.0,188.0,,,Down the Line,Backhand,Long,,Crosscourt,Backhand,Anne Lutkemeyer,Error,False,Anne Lutkemeyer,,,0,1,1,1,15,30,,,,,Down the Line,Backhand,Crosscourt,Backhand,Error,1st Serve In,Ad: Body,,,,,,UCLA,Michigan State University
"Set 2: 1-1, 15-40 Catherine Gagnon Serving",70,2,3,Anne Lutkemeyer,Catherine Gagnon,15-40,1-1,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,3126840.0,,,Catherine Gagnon,6,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,-75.0,199.0,,,Down the Line,Forehand,Net,,Down the Line,Forehand,Anne Lutkemeyer,Error,True,,,,0,1,1,1,15,40,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 1-2, 0-0 Anne Lutkemeyer Serving",71,2,4,Anne Lutkemeyer,Catherine Gagnon,0-0,1-2,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,3265215.0,,,Anne Lutkemeyer,12,9 - 12,0,1,2nd Serve In,Body,T,Body,False,Near,16.0,2.0,-96.0,187.0,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Catherine Gagnon,Error,False,,,,0,1,1,2,0,0,,,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,UCLA,Michigan State University
"Set 2: 1-2, 15-0 Anne Lutkemeyer Serving",72,2,4,Anne Lutkemeyer,Catherine Gagnon,15-0,1-2,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,3285637.0,,,Anne Lutkemeyer,10,9 - 12,1,0,1st Serve In,Body,Body,,False,Near,67.0,183.0,,,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Catherine Gagnon,Error,False,,,,0,1,1,2,15,0,,,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,UCLA,Michigan State University
"Set 2: 1-2, 30-0 Anne Lutkemeyer Serving",73,2,4,Anne Lutkemeyer,Catherine Gagnon,30-0,1-2,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,3337779.0,,,Catherine Gagnon,9,9 - 12,1,0,1st Serve In,Wide,Wide,,False,Near,-109.0,188.0,,,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,1,2,30,0,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,Michigan State University
"Set 2: 1-2, 30-15 Anne Lutkemeyer Serving",74,2,4,Anne Lutkemeyer,Catherine Gagnon,30-15,1-2,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,3371792.0,,,Catherine Gagnon,5,5 - 8,1,0,1st Serve In,T,T,,False,Near,43.0,180.0,,,Crosscourt,Forehand,Long,,Crosscourt,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,1,2,30,15,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,Michigan State University
"Set 2: 1-2, 30-30 Anne Lutkemeyer Serving",75,2,4,Anne Lutkemeyer,Catherine Gagnon,30-30,1-2,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,3407877.0,,,Catherine Gagnon,5,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,-90.0,215.0,,,Down the Line,Forehand,Wide Right,,Down the Line,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,1,2,30,30,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,UCLA,Michigan State University
"Set 2: 1-2, 30-40 Anne Lutkemeyer Serving",76,2,4,Anne Lutkemeyer,Catherine Gagnon,30-40,1-2,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,3444040.0,,,Anne Lutkemeyer,7,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,94.0,204.0,,,Down the Line,Backhand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,True,Anne Lutkemeyer,,,0,1,1,2,30,40,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,,,Down the Line,Backhand,,,,UCLA,Michigan State University
"Set 2: 1-2, 40-40 Anne Lutkemeyer Serving",77,2,4,Anne Lutkemeyer,Catherine Gagnon,40-40,1-2,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,3475946.0,,,Anne Lutkemeyer,10,9 - 12,1,0,1st Serve In,Wide,Wide,,False,Near,-111.0,178.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Catherine Gagnon,Error,True,,,,0,1,1,2,40,40,,,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Forehand,Crosscourt,Backhand,Error,UCLA,Michigan State University
"Set 2: 2-2, 0-0 Catherine Gagnon Serving",78,2,5,Anne Lutkemeyer,Catherine Gagnon,0-0,2-2,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,3571834.0,,,Catherine Gagnon,1,1 - 4,0,1,2nd Serve In,Body,Body,Body,True,Far,78.0,-273.0,51.0,-5.0,,,,,,,Catherine Gagnon,,False,,,,0,1,2,2,0,0,,,Ace,,,,,,,2nd Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 2-2, 15-0 Catherine Gagnon Serving",79,2,5,Anne Lutkemeyer,Catherine Gagnon,15-0,2-2,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,3615464.0,,,Anne Lutkemeyer,7,5 - 8,1,0,1st Serve In,Body,Body,Wide,False,Far,-127.0,-169.0,67.0,1.0,Crosscourt,Backhand,Long,,Down the Line,Backhand,Catherine Gagnon,Error,False,Anne Lutkemeyer,,,0,1,2,2,15,0,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Body,,,Down the Line,Backhand,Error,UCLA,Michigan State University
"Set 2: 2-2, 15-15 Catherine Gagnon Serving",80,2,5,Anne Lutkemeyer,Catherine Gagnon,15-15,2-2,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,3625627.0,,,Anne Lutkemeyer,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,75.0,-163.0,,,Down the Line,Forehand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,False,,,,0,1,2,2,15,15,,,,,Down the Line,Forehand,Crosscourt,Forehand,Winner,1st Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 2-2, 30-15 Catherine Gagnon Serving",81,2,5,Anne Lutkemeyer,Catherine Gagnon,30-15,2-2,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,3660107.0,,,Catherine Gagnon,15,13 +,1,0,1st Serve In,Wide,Wide,,False,Far,-125.0,-185.0,,,Crosscourt,Backhand,Long,,Down the Line,Forehand,Catherine Gagnon,Winner,False,,Catherine Gagnon,,0,1,2,2,30,15,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Down the Line,Forehand,Winner,UCLA,Michigan State University
"Set 2: 2-2, 30-30 Catherine Gagnon Serving",82,2,5,Anne Lutkemeyer,Catherine Gagnon,30-30,2-2,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,3709837.0,,,Catherine Gagnon,2,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,93.0,-185.0,,,Down the Line,Backhand,Wide Right,Wide Right,Down the Line,Backhand,Anne Lutkemeyer,Error,False,,,,0,1,2,2,30,30,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 2-2, 30-40 Catherine Gagnon Serving",83,2,5,Anne Lutkemeyer,Catherine Gagnon,30-40,2-2,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,3770690.0,,,Catherine Gagnon,10,9 - 12,0,1,2nd Serve In,Body,Body,Body,False,Far,-96.0,-281.0,-86.0,-210.0,Crosscourt,Forehand,Wide Right,,Crosscourt,Backhand,Anne Lutkemeyer,Error,True,Anne Lutkemeyer,,,0,1,2,2,30,40,,,,,Crosscourt,Forehand,Crosscourt,Backhand,Error,2nd Serve In,Ad: Body,,,,,,UCLA,Michigan State University
"Set 2: 2-3, 0-0 Anne Lutkemeyer Serving",84,2,6,Anne Lutkemeyer,Catherine Gagnon,0-0,2-3,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,3908380.0,,,Anne Lutkemeyer,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,110.0,-155.0,,,Down the Line,Forehand,,,Crosscourt,Backhand,Anne Lutkemeyer,Winner,False,,,,0,1,2,3,0,0,,,1st Serve In,Deuce: Wide,,,Crosscourt,Backhand,Winner,,,Down the Line,Forehand,,,,UCLA,Michigan State University
"Set 2: 2-3, 15-0 Anne Lutkemeyer Serving",85,2,6,Anne Lutkemeyer,Catherine Gagnon,15-0,2-3,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,3937292.0,,,Anne Lutkemeyer,16,13 +,0,1,2nd Serve In,T,Body,T,False,Far,-69.0,2.0,-37.0,-154.0,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Catherine Gagnon,Error,False,,,,0,1,2,3,15,0,,,2nd Serve In,Ad: T,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,UCLA,Michigan State University
"Set 2: 2-3, 30-0 Anne Lutkemeyer Serving",86,2,6,Anne Lutkemeyer,Catherine Gagnon,30-0,2-3,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,3992719.0,,,Anne Lutkemeyer,6,5 - 8,0,1,2nd Serve In,T,T,T,False,Far,-37.0,2.0,21.0,-146.0,Down the Line,Backhand,Long,,Crosscourt,Backhand,Catherine Gagnon,Error,False,,,,0,1,2,3,30,0,,,2nd Serve In,Deuce: T,,,,,,,,Down the Line,Backhand,Crosscourt,Backhand,Error,UCLA,Michigan State University
"Set 2: 2-3, 40-0 Anne Lutkemeyer Serving",87,2,6,Anne Lutkemeyer,Catherine Gagnon,40-0,2-3,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,4048803.0,,,Anne Lutkemeyer,4,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,-91.0,2.0,-69.0,-151.0,Down the Line,Forehand,Net,,Crosscourt,Forehand,Catherine Gagnon,Error,False,,,,0,1,2,3,40,0,,,2nd Serve In,Ad: Body,,,,,,,,Down the Line,Forehand,Crosscourt,Forehand,Error,UCLA,Michigan State University
"Set 2: 3-3, 0-0 Catherine Gagnon Serving",88,2,7,Anne Lutkemeyer,Catherine Gagnon,0-0,3-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4116756.0,,,Catherine Gagnon,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-67.0,204.0,,,Down the Line,Forehand,Wide Right,,Down the Line,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,3,3,0,0,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 3-3, 0-15 Catherine Gagnon Serving",89,2,7,Anne Lutkemeyer,Catherine Gagnon,0-15,3-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,4128625.0,,,Anne Lutkemeyer,6,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Near,138.0,220.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,False,Anne Lutkemeyer,,,0,1,3,3,0,15,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Winner,1st Serve In,Ad: Wide,,,,,,UCLA,Michigan State University
"Set 2: 3-3, 15-15 Catherine Gagnon Serving",90,2,7,Anne Lutkemeyer,Catherine Gagnon,15-15,3-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4157582.0,,,Catherine Gagnon,4,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Near,-77.0,-4.0,-91.0,222.0,Down the Line,Forehand,Wide Right,,Crosscourt,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,3,3,15,15,,,,,Down the Line,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 3-3, 15-30 Catherine Gagnon Serving",91,2,7,Anne Lutkemeyer,Catherine Gagnon,15-30,3-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,4212520.0,,,Catherine Gagnon,8,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,72.0,218.0,,,Crosscourt,Backhand,Long,,Down the Line,Backhand,Anne Lutkemeyer,Error,False,,,,0,1,3,3,15,30,,,,,Crosscourt,Backhand,Down the Line,Backhand,Error,1st Serve In,Ad: Body,,,,,,UCLA,Michigan State University
"Set 2: 3-3, 15-40 Catherine Gagnon Serving",92,2,7,Anne Lutkemeyer,Catherine Gagnon,15-40,3-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4249735.0,,,Anne Lutkemeyer,3,1 - 4,0,1,2nd Serve In,T,Wide,T,False,Near,-131.0,266.0,-35.0,238.0,Crosscourt,Backhand,Long,,Down the Line,Forehand,Catherine Gagnon,Error,True,,,,0,1,3,3,15,40,,,,,Crosscourt,Backhand,,,,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Error,UCLA,Michigan State University
"Set 2: 3-3, 30-40 Catherine Gagnon Serving",93,2,7,Anne Lutkemeyer,Catherine Gagnon,30-40,3-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,4303690.0,,,Anne Lutkemeyer,5,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Near,109.0,223.0,,,Down the Line,Backhand,Long,,Crosscourt,Forehand,Catherine Gagnon,Error,True,,,,0,1,3,3,30,40,,,,,Down the Line,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,UCLA,Michigan State University
