Name,pointNumber,setNum,gameNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,Position,pointEndPosition,Duration,pointWonBy,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,isBreakPoint,atNetPlayer1,atNetPlayer2,isExcitingPoint,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,clientTeam,opponentTeam
"Set 1: 2-0, 0-0 Spencer Johnson Serving",11,1,3,Spencer Johnson,Gustaf Strom,0-0,2-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,415269.0,465927.0,50658.0,Spencer Johnson,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,107.0,-164.0,,,Down the Line,Forehand,Wide Right,Wide Right,Down the Line,Forehand,Gustaf Strom,Error,False,,,0.0,0,0,2,0,0,0,,,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 1: 2-0, 15-0 Spencer Johnson Serving",12,1,3,Spencer Johnson,Gustaf Strom,15-0,2-0,0-0,,Ad,Spencer Johnson,Gustaf Strom,482817.0,490756.0,7939.0,Spencer Johnson,4,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,-136.0,-230.0,,,Down the Line,Backhand,Net,,Down the Line,Backhand,Gustaf Strom,Error,False,,,0.0,0,0,2,0,15,0,,,1st Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,UCLA,U of Arizona
"Set 1: 2-0, 30-0 Spencer Johnson Serving",13,1,3,Spencer Johnson,Gustaf Strom,30-0,2-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,490746.0,531586.0,40840.0,Gustaf Strom,5,5 - 8,0,1,2nd Serve In,T,T,T,False,Far,38.0,-262.0,43.0,-183.0,Down the Line,Backhand,Wide Left,,Down the Line,Forehand,Spencer Johnson,Error,False,,,0.0,0,0,2,0,30,0,,,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Error,,,Down the Line,Backhand,,,,UCLA,U of Arizona
"Set 1: 2-0, 30-15 Spencer Johnson Serving",14,1,3,Spencer Johnson,Gustaf Strom,30-15,2-0,0-0,,Ad,Spencer Johnson,Gustaf Strom,531576.0,581673.0,50097.0,Spencer Johnson,4,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,-53.0,-324.0,-90.0,-230.0,Crosscourt,Backhand,Net,,Down the Line,Backhand,Gustaf Strom,Error,False,,,0.0,0,0,2,0,30,15,,,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Down the Line,Backhand,Error,UCLA,U of Arizona
"Set 1: 2-0, 40-15 Spencer Johnson Serving",15,1,3,Spencer Johnson,Gustaf Strom,40-15,2-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,581663.0,662073.0,80410.0,Spencer Johnson,8,5 - 8,0,1,2nd Serve In,Body,Body,Body,False,Far,83.0,1.0,78.0,-180.0,Crosscourt,Forehand,Net,,Down the Line,Backhand,Gustaf Strom,Error,False,,,0.0,0,0,2,0,40,15,,,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Error,UCLA,U of Arizona
"Set 1: 3-0, 0-0 Gustaf Strom Serving",16,1,4,Spencer Johnson,Gustaf Strom,0-0,3-0,0-0,,Deuce,Gustaf Strom,Spencer Johnson,662063.0,761402.0,99339.0,Gustaf Strom,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,112.0,-217.0,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Spencer Johnson,Error,False,,,0.0,0,0,3,0,0,0,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: Wide,,,,,,UCLA,U of Arizona
"Set 1: 3-0, 15-0 Gustaf Strom Serving",17,1,4,Spencer Johnson,Gustaf Strom,15-0,3-0,0-0,,Ad,Gustaf Strom,Spencer Johnson,761392.0,785224.0,23832.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,T,T,,False,Far,-50.0,-220.0,,,Crosscourt,Backhand,Wide Right,,Crosscourt,Forehand,Gustaf Strom,Error,False,,,0.0,0,0,3,0,15,0,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Error,UCLA,U of Arizona
"Set 1: 3-0, 15-15 Gustaf Strom Serving",18,1,4,Spencer Johnson,Gustaf Strom,15-15,3-0,0-0,,Deuce,Gustaf Strom,Spencer Johnson,785214.0,818890.0,33676.0,Spencer Johnson,7,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,104.0,-233.0,,,Crosscourt,Backhand,Wide Right,,Down the Line,Forehand,Gustaf Strom,Error,False,,,0.0,0,0,3,0,15,15,,,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 1: 3-0, 15-30 Gustaf Strom Serving",19,1,4,Spencer Johnson,Gustaf Strom,15-30,3-0,0-0,,Ad,Gustaf Strom,Spencer Johnson,818880.0,871050.0,52170.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,T,T,,False,Far,-50.0,-169.0,,,Down the Line,Backhand,Net,,Down the Line,Backhand,Gustaf Strom,Error,False,,,,0,0,3,0,15,30,,,,,Down the Line,Backhand,,,,1st Serve In,Ad: T,,,Down the Line,Backhand,Error,UCLA,U of Arizona
"Set 1: 3-0, 15-40 Gustaf Strom Serving",20,1,4,Spencer Johnson,Gustaf Strom,15-40,3-0,0-0,,Deuce,Gustaf Strom,Spencer Johnson,871040.0,921295.0,50255.0,Gustaf Strom,2,1 - 4,0,1,2nd Serve In,Wide,Body,Wide,False,Far,64.0,-257.0,117.0,-188.0,Crosscourt,Backhand,Wide Left,Wide Left,Crosscourt,Backhand,Spencer Johnson,Error,True,,,,0,0,3,0,15,40,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,2nd Serve In,Deuce: Wide,,,,,,UCLA,U of Arizona
"Set 1: 3-0, 30-40 Gustaf Strom Serving",21,1,4,Spencer Johnson,Gustaf Strom,30-40,3-0,0-0,,Ad,Gustaf Strom,Spencer Johnson,937736.0,979705.0,41969.0,Spencer Johnson,11,9 - 12,0,1,2nd Serve In,T,T,T,False,Far,6.0,-238.0,-50.0,-236.0,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Gustaf Strom,Error,True,,,,0,0,3,0,30,40,,,,,Crosscourt,Backhand,,,,2nd Serve In,Ad: T,,,Crosscourt,Forehand,Error,UCLA,U of Arizona
"Set 1: 4-0, 0-0 Spencer Johnson Serving",22,1,5,Spencer Johnson,Gustaf Strom,0-0,4-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,1043079.0,1051448.0,8369.0,Gustaf Strom,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-96.0,117.0,,,Crosscourt,Forehand,Net,,Crosscourt,Backhand,Spencer Johnson,Error,False,,,,0,0,4,0,0,0,,,1st Serve In,Deuce: Body,,,Crosscourt,Backhand,Error,,,Crosscourt,Forehand,,,,UCLA,U of Arizona
"Set 1: 4-0, 0-15 Spencer Johnson Serving",23,1,5,Spencer Johnson,Gustaf Strom,0-15,4-0,0-0,,Ad,Spencer Johnson,Gustaf Strom,1078119.0,1084337.0,6218.0,Gustaf Strom,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,75.0,184.0,,,Down the Line,Backhand,,,Down the Line,Forehand,Gustaf Strom,Winner,False,,,,0,0,4,0,0,15,,,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Forehand,Winner,UCLA,U of Arizona
"Set 1: 4-0, 0-30 Spencer Johnson Serving",24,1,5,Spencer Johnson,Gustaf Strom,0-30,4-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,1111162.0,1114790.0,3628.0,Spencer Johnson,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-117.0,141.0,,,Down the Line,Forehand,Wide Right,Wide Right,Down the Line,Forehand,Gustaf Strom,Error,False,,,,0,0,4,0,0,30,,,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 1: 4-0, 15-30 Spencer Johnson Serving",25,1,5,Spencer Johnson,Gustaf Strom,15-30,4-0,0-0,,Ad,Spencer Johnson,Gustaf Strom,1135681.0,1164139.0,28458.0,Gustaf Strom,8,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Near,-42.0,0.0,88.0,181.0,Crosscourt,Backhand,,,Down the Line,Backhand,Gustaf Strom,Winner,False,,,,0,0,4,0,15,30,,,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Down the Line,Backhand,Winner,UCLA,U of Arizona
"Set 1: 4-0, 15-40 Spencer Johnson Serving",26,1,5,Spencer Johnson,Gustaf Strom,15-40,4-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,1195172.0,1197551.0,2379.0,Spencer Johnson,1,1 - 4,1,0,1st Serve In,Wide,Wide,,True,Near,-149.0,205.0,,,,,,,,,Spencer Johnson,,True,,,,0,0,4,0,15,40,,,Ace,Deuce: Wide,,,,,,,,,,,,,UCLA,U of Arizona
"Set 1: 4-0, 30-40 Spencer Johnson Serving",27,1,5,Spencer Johnson,Gustaf Strom,30-40,4-0,0-0,,Ad,Spencer Johnson,Gustaf Strom,1224493.0,1253337.0,28844.0,Spencer Johnson,8,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Near,35.0,0.0,59.0,192.0,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Gustaf Strom,Error,True,,,,0,0,4,0,30,40,,,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 1: 4-0, 40-40 Spencer Johnson Serving",28,1,5,Spencer Johnson,Gustaf Strom,40-40,4-0,0-0,,Deuce,Spencer Johnson,Gustaf Strom,1286681.0,1302543.0,15862.0,Gustaf Strom,2,1 - 4,0,1,2nd Serve In,T,Body,T,False,Near,-77.0,325.0,-45.0,168.0,Crosscourt,Backhand,,,Crosscourt,Backhand,Gustaf Strom,Winner,True,,,,0,0,4,0,40,40,,,2nd Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Winner,UCLA,U of Arizona
"Set 1: 1-4, 0-0 Gustaf Strom Serving",29,1,6,Spencer Johnson,Gustaf Strom,0-0,1-4,0-0,,Deuce,Gustaf Strom,Spencer Johnson,1398765.0,1410464.0,11699.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-144.0,160.0,,,Crosscourt,Backhand,Wide Left,,Crosscourt,Forehand,Gustaf Strom,Error,False,,,,0,0,1,4,0,0,,,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Error,UCLA,U of Arizona
"Set 1: 1-4, 15-0 Gustaf Strom Serving",30,1,6,Spencer Johnson,Gustaf Strom,15-0,1-4,0-0,,Ad,Gustaf Strom,Spencer Johnson,1429094.0,1456345.0,27251.0,Gustaf Strom,4,1 - 4,0,1,2nd Serve In,T,T,T,False,Near,35.0,0.0,32.0,104.0,Crosscourt,Backhand,Net,,Down the Line,Forehand,Spencer Johnson,Error,False,,,,0,0,1,4,15,0,,,,,Crosscourt,Backhand,Down the Line,Forehand,Error,2nd Serve In,Ad: T,,,,,,UCLA,U of Arizona
"Set 1: 1-4, 15-15 Gustaf Strom Serving",31,1,6,Spencer Johnson,Gustaf Strom,15-15,1-4,0-0,,Deuce,Gustaf Strom,Spencer Johnson,1483615.0,1488266.0,4651.0,Gustaf Strom,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-128.0,120.0,,,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Spencer Johnson,Error,False,,,,0,0,1,4,15,15,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: Wide,,,,,,UCLA,U of Arizona
"Set 1: 1-4, 15-30 Gustaf Strom Serving",32,1,6,Spencer Johnson,Gustaf Strom,15-30,1-4,0-0,,Ad,Gustaf Strom,Spencer Johnson,1505876.0,1509118.0,3242.0,Gustaf Strom,1,1 - 4,1,0,1st Serve In,Wide,Wide,,True,Near,107.0,187.0,,,,,,,,,Gustaf Strom,,False,,,,0,0,1,4,15,30,,,Ace,,,,,,,1st Serve In,Ad: Wide,,,,,,UCLA,U of Arizona
"Set 1: 1-4, 15-40 Gustaf Strom Serving",33,1,6,Spencer Johnson,Gustaf Strom,15-40,1-4,0-0,,Deuce,Gustaf Strom,Spencer Johnson,1532519.0,1551051.0,18532.0,Spencer Johnson,13,13 +,1,0,1st Serve In,Body,Body,,False,Near,-80.0,117.0,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Gustaf Strom,Error,True,,,,0,0,1,4,15,40,,,,,Down the Line,Backhand,,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 1: 1-4, 30-40 Gustaf Strom Serving",34,1,6,Spencer Johnson,Gustaf Strom,30-40,1-4,0-0,,Ad,Gustaf Strom,Spencer Johnson,1585265.0,1607317.0,22052.0,Gustaf Strom,14,13 +,1,0,1st Serve In,T,T,,False,Near,24.0,149.0,,,Crosscourt,Backhand,Long,,Down the Line,Forehand,Spencer Johnson,Error,True,,,,0,0,1,4,30,40,,,,,Crosscourt,Backhand,Down the Line,Forehand,Error,1st Serve In,Ad: T,,,,,,UCLA,U of Arizona
"Set 1: 2-4, 0-0 Spencer Johnson Serving",35,1,7,Spencer Johnson,Gustaf Strom,0-0,2-4,0-0,,Deuce,Spencer Johnson,Gustaf Strom,1645365.0,1656624.0,11259.0,Spencer Johnson,5,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Far,139.0,-80.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Spencer Johnson,Winner,False,,,,0,0,2,4,0,0,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,UCLA,U of Arizona
"Set 1: 2-4, 15-0 Spencer Johnson Serving",36,1,7,Spencer Johnson,Gustaf Strom,15-0,2-4,0-0,,Ad,Spencer Johnson,Gustaf Strom,1680040.0,1686823.0,6783.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-77.0,-53.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Spencer Johnson,Winner,False,,,,0,0,2,4,15,0,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,,,Crosscourt,Backhand,,,,UCLA,U of Arizona
"Set 1: 2-4, 30-0 Spencer Johnson Serving",37,1,7,Spencer Johnson,Gustaf Strom,30-0,2-4,0-0,,Deuce,Spencer Johnson,Gustaf Strom,1728817.0,1734409.0,5592.0,Spencer Johnson,2,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,83.0,0.0,83.0,-136.0,Crosscourt,Forehand,Wide Left,Wide Left,Crosscourt,Forehand,Gustaf Strom,Error,False,,,,0,0,2,4,30,0,,,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,UCLA,U of Arizona
"Set 1: 2-4, 40-0 Spencer Johnson Serving",38,1,7,Spencer Johnson,Gustaf Strom,40-0,2-4,0-0,,Ad,Spencer Johnson,Gustaf Strom,1759634.0,1775754.0,16120.0,Spencer Johnson,3,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,-88.0,-338.0,-85.0,-43.0,Down the Line,Forehand,,,Crosscourt,Backhand,Spencer Johnson,Winner,False,,,,0,0,2,4,40,0,,,2nd Serve In,Ad: Body,,,Crosscourt,Backhand,Winner,,,Down the Line,Forehand,,,,UCLA,U of Arizona
"Set 1: 2-5, 0-0 Gustaf Strom Serving",39,1,8,Spencer Johnson,Gustaf Strom,0-0,2-5,0-0,,Deuce,Gustaf Strom,Spencer Johnson,1881364.0,1911522.0,30158.0,Gustaf Strom,8,5 - 8,0,1,2nd Serve In,Wide,Body,Wide,False,Far,96.0,0.0,126.0,-218.0,Crosscourt,Backhand,Wide Left,,Crosscourt,Backhand,Spencer Johnson,Error,False,,,,0,0,2,5,0,0,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,2nd Serve In,Deuce: Wide,,,,,,UCLA,U of Arizona
"Set 1: 2-5, 0-15 Gustaf Strom Serving",40,1,8,Spencer Johnson,Gustaf Strom,0-15,2-5,0-0,,Ad,Gustaf Strom,Spencer Johnson,1943696.0,1958406.0,14710.0,Spencer Johnson,9,9 - 12,1,0,1st Serve In,Body,Body,,False,Far,-85.0,-160.0,,,Down the Line,Forehand,Long,,Crosscourt,Forehand,Gustaf Strom,Error,False,,,,0,0,2,5,0,15,,,,,Down the Line,Forehand,,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,UCLA,U of Arizona
"Set 1: 2-5, 15-15 Gustaf Strom Serving",41,1,8,Spencer Johnson,Gustaf Strom,15-15,2-5,0-0,,Deuce,Gustaf Strom,Spencer Johnson,1992744.0,2014951.0,22207.0,Gustaf Strom,5,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Far,38.0,-304.0,75.0,-115.0,Crosscourt,Backhand,,,Down the Line,Forehand,Gustaf Strom,Winner,False,,,,0,0,2,5,15,15,,,,,Crosscourt,Backhand,,,,2nd Serve In,Deuce: Body,,,Down the Line,Forehand,Winner,UCLA,U of Arizona
"Set 1: 2-5, 15-30 Gustaf Strom Serving",42,1,8,Spencer Johnson,Gustaf Strom,15-30,2-5,0-0,,Ad,Gustaf Strom,Spencer Johnson,2045971.0,2068989.0,23018.0,Gustaf Strom,13,13 +,1,0,1st Serve In,T,T,,False,Far,-13.0,-179.0,,,Crosscourt,Backhand,,,Crosscourt,Backhand,Gustaf Strom,Winner,False,,,,0,0,2,5,15,30,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: T,,,Crosscourt,Backhand,Winner,UCLA,U of Arizona
"Set 1: 2-5, 15-40 Gustaf Strom Serving",43,1,8,Spencer Johnson,Gustaf Strom,15-40,2-5,0-0,,Deuce,Gustaf Strom,Spencer Johnson,2093991.0,2111807.0,17816.0,Gustaf Strom,10,9 - 12,1,0,1st Serve In,T,T,,False,Far,19.0,-203.0,,,Down the Line,Forehand,Net,,Crosscourt,Forehand,Spencer Johnson,Error,True,,,,0,0,2,5,15,40,,,,,Down the Line,Forehand,Crosscourt,Forehand,Error,1st Serve In,Deuce: T,,,,,,UCLA,U of Arizona
"Set 1: 3-5, 0-0 Spencer Johnson Serving",44,1,9,Spencer Johnson,Gustaf Strom,0-0,3-5,0-0,,Deuce,Spencer Johnson,Gustaf Strom,2152580.0,2156828.0,4248.0,Gustaf Strom,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-125.0,216.0,,,Crosscourt,Forehand,Long,,Down the Line,Forehand,Spencer Johnson,Error,False,,,,0,0,3,5,0,0,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,U of Arizona
"Set 1: 3-5, 0-15 Spencer Johnson Serving",45,1,9,Spencer Johnson,Gustaf Strom,0-15,3-5,0-0,,Ad,Spencer Johnson,Gustaf Strom,2181488.0,2186696.0,5208.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,T,T,,False,Near,45.0,141.0,,,Down the Line,Forehand,,,Down the Line,Forehand,Spencer Johnson,Winner,False,,,,0,0,3,5,0,15,,,1st Serve In,Ad: T,,,Down the Line,Forehand,Winner,,,Down the Line,Forehand,,,,UCLA,U of Arizona
"Set 1: 3-5, 15-15 Spencer Johnson Serving",46,1,9,Spencer Johnson,Gustaf Strom,15-15,3-5,0-0,,Deuce,Spencer Johnson,Gustaf Strom,2186686.0,2231113.0,44427.0,Spencer Johnson,2,1 - 4,1,0,1st Serve In,T,T,,False,Near,-29.0,69.0,,,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Gustaf Strom,Error,False,,,,0,0,3,5,15,15,,,1st Serve In,Deuce: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 1: 3-5, 30-15 Spencer Johnson Serving",47,1,9,Spencer Johnson,Gustaf Strom,30-15,3-5,0-0,,Ad,Spencer Johnson,Gustaf Strom,2244980.0,2265924.0,20944.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,69.0,163.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Spencer Johnson,Winner,False,,,,0,0,3,5,30,15,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,UCLA,U of Arizona
"Set 1: 3-5, 40-15 Spencer Johnson Serving",48,1,9,Spencer Johnson,Gustaf Strom,40-15,3-5,0-0,,Deuce,Spencer Johnson,Gustaf Strom,2291694.0,2296988.0,5294.0,Spencer Johnson,3,1 - 4,1,0,1st Serve In,T,T,,False,Near,-29.0,214.0,,,Down the Line,Forehand,,,Crosscourt,Forehand,Spencer Johnson,Winner,False,,,,0,0,3,5,40,15,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Winner,,,Down the Line,Forehand,,,,UCLA,U of Arizona
"Set 2: 0-0, 0-0 Gustaf Strom Serving",49,2,1,Spencer Johnson,Gustaf Strom,0-0,0-0,1-0,,Deuce,Gustaf Strom,Spencer Johnson,2602704.0,2606531.0,3827.0,Gustaf Strom,4,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-107.0,206.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Spencer Johnson,Error,False,,,,1,0,0,0,0,0,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,UCLA,U of Arizona
"Set 2: 0-0, 15-0 Gustaf Strom Serving",50,2,1,Spencer Johnson,Gustaf Strom,15-0,0-0,1-0,,Ad,Gustaf Strom,Spencer Johnson,2617737.0,2665192.0,47455.0,Spencer Johnson,7,5 - 8,0,1,2nd Serve In,T,T,T,False,Near,13.0,-61.0,48.0,109.0,Crosscourt,Forehand,Long,,Down the Line,Forehand,Gustaf Strom,Error,False,,,,1,0,0,0,15,0,,,,,Crosscourt,Forehand,,,,2nd Serve In,Ad: T,,,Down the Line,Forehand,Error,UCLA,U of Arizona
"Set 2: 0-0, 15-15 Gustaf Strom Serving",51,2,1,Spencer Johnson,Gustaf Strom,15-15,0-0,1-0,,Deuce,Gustaf Strom,Spencer Johnson,2677331.0,2708896.0,31565.0,Spencer Johnson,12,9 - 12,1,0,1st Serve In,Wide,Wide,,False,Near,-109.0,133.0,,,Down the Line,Backhand,,,Crosscourt,Forehand,Spencer Johnson,Winner,False,,,,1,0,0,0,15,15,,,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,1st Serve In,Deuce: Wide,,,,,,UCLA,U of Arizona
