Name,pointNumber,setNum,gameNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,Position,pointEndPosition,Duration,pointWonBy,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,isBreakPoint,atNetPlayer1,atNetPlayer2,isExcitingPoint,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,clientTeam,opponentTeam
"Set 2: 4-2, 40-0 Elise Wagle Serving",84,2,7,Elise Wagle,Jo-Yee Chan,40-0,4-2,1-0,,Ad,Elise Wagle,Jo-Yee Chan,4126531.0,,,Elise Wagle,2,1 - 4,0,1,2nd Serve In,Body,Wide,Body,False,Near,125.0,1.0,88.0,226.0,Crosscourt,Backhand,Long,Long,Crosscourt,Backhand,Jo-Yee Chan,Error,False,,,,1,0,4,2,40,0,,,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,UCLA,Oregon
"Set 2: 5-2, 0-0 Jo-Yee Chan Serving",85,2,8,Elise Wagle,Jo-Yee Chan,0-0,5-2,1-0,,Deuce,Jo-Yee Chan,Elise Wagle,4250453.0,,,Jo-Yee Chan,2,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-96.0,187.0,,,Crosscourt,Forehand,Long,Long,Crosscourt,Forehand,Elise Wagle,Error,False,,,,1,0,5,2,0,0,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,1st Serve In,Deuce: Body,,,,,,UCLA,Oregon
"Set 2: 5-2, 0-15 Jo-Yee Chan Serving",86,2,8,Elise Wagle,Jo-Yee Chan,0-15,5-2,1-0,,Ad,Jo-Yee Chan,Elise Wagle,4269358.0,,,Jo-Yee Chan,2,1 - 4,1,0,1st Serve In,T,T,,False,Near,35.0,222.0,,,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Elise Wagle,Error,False,,,,1,0,5,2,0,15,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Ad: T,,,,,,UCLA,Oregon
"Set 2: 5-2, 0-30 Jo-Yee Chan Serving",87,2,8,Elise Wagle,Jo-Yee Chan,0-30,5-2,1-0,,Deuce,Jo-Yee Chan,Elise Wagle,4288221.0,,,Jo-Yee Chan,8,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,-85.0,195.0,,,Down the Line,Forehand,Wide Left,,Down the Line,Backhand,Elise Wagle,Error,False,,,,1,0,5,2,0,30,,,,,Down the Line,Forehand,Down the Line,Backhand,Error,1st Serve In,Deuce: Body,,,,,,UCLA,Oregon
"Set 2: 5-2, 0-40 Jo-Yee Chan Serving",88,2,8,Elise Wagle,Jo-Yee Chan,0-40,5-2,1-0,,Ad,Jo-Yee Chan,Elise Wagle,4318868.0,,,Elise Wagle,5,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,98.0,222.0,,,Crosscourt,Backhand,Wide Left,,Down the Line,Backhand,Jo-Yee Chan,Error,True,,,,1,0,5,2,0,40,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Body,,,Down the Line,Backhand,Error,UCLA,Oregon
"Set 2: 5-2, 15-40 Jo-Yee Chan Serving",89,2,8,Elise Wagle,Jo-Yee Chan,15-40,5-2,1-0,,Deuce,Jo-Yee Chan,Elise Wagle,4362617.0,,,Elise Wagle,1,1 - 4,0,0,Double Fault,Body,Wide,Body,False,Near,-147.0,329.0,-91.0,2.0,,,,,,,Jo-Yee Chan,,True,,,,1,0,5,2,15,40,,,,,,,,,,Double Fault,Deuce: Body,,,,,,UCLA,Oregon
"Set 2: 5-2, 30-40 Jo-Yee Chan Serving",90,2,8,Elise Wagle,Jo-Yee Chan,30-40,5-2,1-0,,Ad,Jo-Yee Chan,Elise Wagle,4399475.0,,,Jo-Yee Chan,6,5 - 8,1,0,1st Serve In,T,T,,False,Near,37.0,182.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Elise Wagle,Error,True,,,,1,0,5,2,30,40,,,,,Down the Line,Forehand,Crosscourt,Backhand,Error,1st Serve In,Ad: T,,,,,,UCLA,Oregon
"Set 2: 5-3, 0-0 Elise Wagle Serving",91,2,9,Elise Wagle,Jo-Yee Chan,0-0,5-3,1-0,,Deuce,Elise Wagle,Jo-Yee Chan,4441063.0,,,Jo-Yee Chan,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,122.0,-234.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Elise Wagle,Error,False,,,,1,0,5,3,0,0,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,Oregon
"Set 2: 5-3, 0-15 Elise Wagle Serving",92,2,9,Elise Wagle,Jo-Yee Chan,0-15,5-3,1-0,,Ad,Elise Wagle,Jo-Yee Chan,4462876.0,,,Elise Wagle,14,13 +,1,0,1st Serve In,T,T,,False,Far,-40.0,-207.0,,,Down the Line,Forehand,Net,,Down the Line,Backhand,Jo-Yee Chan,Error,False,,,,1,0,5,3,0,15,,,1st Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Down the Line,Backhand,Error,UCLA,Oregon
"Set 2: 5-3, 15-15 Elise Wagle Serving",93,2,9,Elise Wagle,Jo-Yee Chan,15-15,5-3,1-0,,Deuce,Elise Wagle,Jo-Yee Chan,4488795.0,,,Elise Wagle,2,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,61.0,-255.0,56.0,-217.0,Crosscourt,Forehand,Long,Long,Crosscourt,Forehand,Jo-Yee Chan,Error,False,,,,1,0,5,3,15,15,,,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,UCLA,Oregon
"Set 2: 5-3, 30-15 Elise Wagle Serving",94,2,9,Elise Wagle,Jo-Yee Chan,30-15,5-3,1-0,,Ad,Elise Wagle,Jo-Yee Chan,4559647.0,,,Elise Wagle,13,13 +,1,0,1st Serve In,Body,Body,,False,Far,-101.0,-234.0,,,Down the Line,Backhand,,,Down the Line,Forehand,Elise Wagle,Winner,False,,,,1,0,5,3,30,15,,,1st Serve In,Ad: Body,,,Down the Line,Forehand,Winner,,,Down the Line,Backhand,,,,UCLA,Oregon
"Set 2: 5-3, 40-15 Elise Wagle Serving",95,2,9,Elise Wagle,Jo-Yee Chan,40-15,5-3,1-0,,Deuce,Elise Wagle,Jo-Yee Chan,4604956.0,,,Jo-Yee Chan,2,1 - 4,0,1,2nd Serve In,Body,T,Body,False,Far,-19.0,-218.0,93.0,-206.0,Crosscourt,Forehand,,,Crosscourt,Forehand,Jo-Yee Chan,Winner,False,,,,1,0,5,3,40,15,,,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Winner,UCLA,Oregon
"Set 2: 5-3, 40-30 Elise Wagle Serving",96,2,9,Elise Wagle,Jo-Yee Chan,40-30,5-3,1-0,,Ad,Elise Wagle,Jo-Yee Chan,4663675.0,,,Elise Wagle,3,1 - 4,1,0,1st Serve In,,Wide,,False,Far,-115.0,-210.0,,,Down the Line,Backhand,,,Crosscourt,Backhand,Elise Wagle,Winner,False,,,,1,0,5,3,40,30,,,1st Serve In,,,,Crosscourt,Backhand,Winner,,,Down the Line,Backhand,,,,UCLA,Oregon
