pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,serverStartLocation,returnerStartLocation,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
73,Emon van Loben Sels,Hugo Hashimoto,15-30,1-Mar,0-1,,Ad,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,3432040,3444889,12849,11,12-Sep,1,0,1st Serve In,Wide,Wide,,FALSE,Near,,,115.2112423,242.0953521,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Emon van Loben Sels,Error,Hugo Hashimoto,,FALSE,,,2,0,1,3,1,15,30,,,5,1st Serve In,Ad: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,1,2,2,3,"Set 2: 3-1, 15-30 Emon van Loben Sels Serving"
74,Emon van Loben Sels,Hugo Hashimoto,15-40,1-Mar,0-1,,Deuce,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,3471310,3473219,1909,3,4-Jan,1,0,1st Serve In,T,T,,FALSE,Near,,,-7.877717629,243.8440125,,,Down the Line,Forehand,Net,,Down the Line,,Emon van Loben Sels,Error,Hugo Hashimoto,,TRUE,Emon van Loben Sels,,2,0,1,3,1,15,40,,,5,1st Serve In,Deuce: T,,,Down the Line,,Error,,,Down the Line,Forehand,,,,0,0,0,1,"Set 2: 3-1, 15-40 Emon van Loben Sels Serving"
75,Emon van Loben Sels,Hugo Hashimoto,0-0,1-Apr,0-1,,Deuce,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,3594669,3597820,3151,4,4-Jan,1,0,1st Serve In,T,T,,FALSE,Near,,,-35.14257983,243.348294,,,Down the Line,Backhand,,,Crosscourt,Backhand,Emon van Loben Sels,Winner,Emon van Loben Sels,,FALSE,,,2,0,1,4,1,0,0,,,6,,,Down the Line,Backhand,Crosscourt,Backhand,Winner,1st Serve In,Deuce: T,,,,,,0,0,2,1,"Set 2: 4-1, 0-0 Hugo Hashimoto Serving"
76,Emon van Loben Sels,Hugo Hashimoto,0-15,1-Apr,0-1,,Ad,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,3636409,3642919,6510,6,8-May,0,0,Double Fault,,Wide,,FALSE,Near,,,131.6947725,246.4416831,,,Crosscourt,Backhand,,,Crosscourt,Backhand,Emon van Loben Sels,Winner,Emon van Loben Sels,,FALSE,,,2,0,1,4,1,0,15,,,6,,,Crosscourt,Backhand,Crosscourt,Backhand,Winner,Double Fault,,,,,,,1,1,2,1,"Set 2: 4-1, 0-15 Hugo Hashimoto Serving"
77,Emon van Loben Sels,Hugo Hashimoto,0-30,1-Apr,0-1,,Deuce,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,3664770,3699520,34750,16,13+,0,1,2nd Serve In,T,T,T,FALSE,Near,,,-9.370423228,-21.48193898,-30.92512577,238.0727636,Down the Line,Backhand,Net,,Crosscourt,Forehand,Emon van Loben Sels,Winner,Emon van Loben Sels,,FALSE,Emon van Loben Sels,,2,0,1,4,1,0,30,,,6,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,2nd Serve In,Deuce: T,,,,,,1,4,7,2,"Set 2: 4-1, 0-30 Hugo Hashimoto Serving"
78,Emon van Loben Sels,Hugo Hashimoto,0-40,1-Apr,0-1,,Ad,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,3726340,3729889,3549,4,4-Jan,0,0,Double Fault,,Wide,,FALSE,Near,,,122.5226979,245.5029528,,,Crosscourt,Backhand,Long,,Crosscourt,Backhand,Emon van Loben Sels,Error,Hugo Hashimoto,,TRUE,,,2,0,1,4,1,0,40,,,6,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,Double Fault,,,,,,,0,1,1,0,"Set 2: 4-1, 0-40 Hugo Hashimoto Serving"
79,Emon van Loben Sels,Hugo Hashimoto,15-40,1-Apr,0-1,,Deuce,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,3749469,3793389,43920,24,13+,0,1,2nd Serve In,T,T,T,FALSE,Near,,,-19.06642607,278.1731791,-32.17569444,211.848294,Down the Line,Backhand,,,Crosscourt,Backhand,Emon van Loben Sels,Winner,Emon van Loben Sels,,TRUE,,,2,0,1,4,1,15,40,,,6,,,Down the Line,Backhand,Crosscourt,Backhand,Winner,2nd Serve In,Deuce: T,,,,,,3,4,9,6,"Set 2: 4-1, 15-40 Hugo Hashimoto Serving"
80,Emon van Loben Sels,Hugo Hashimoto,30-40,1-Apr,0-1,,Ad,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,3827370,3832139,4769,5,8-May,1,0,1st Serve In,T,T,,FALSE,Near,,,46.53055556,189.0063922,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Hugo Hashimoto,Error,Emon van Loben Sels,,TRUE,,,2,0,1,4,1,30,40,,,6,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Backhand,Error,0,0,2,0,"Set 2: 4-1, 30-40 Hugo Hashimoto Serving"
81,Emon van Loben Sels,Hugo Hashimoto,0-0,2-Apr,0-1,,Deuce,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,3864719,3881750,17031,3,4-Jan,0,1,2nd Serve In,T,T,T,FALSE,Far,,,9.429713473,-246.3281934,21.5067804,-168.0251094,Crosscourt,Backhand,Long,,Down the Line,Forehand,Emon van Loben Sels,Error,Hugo Hashimoto,,FALSE,,,2,0,1,4,2,0,0,,,7,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,0,1,0,0,"Set 2: 4-2, 0-0 Emon van Loben Sels Serving"
82,Emon van Loben Sels,Hugo Hashimoto,0-15,2-Apr,0-1,,Ad,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,3901070,3912780,11710,4,4-Jan,0,1,2nd Serve In,Wide,Body,Wide,FALSE,Far,,,-89.50117017,3.689583333,-123.7374781,-151.033995,Crosscourt,Forehand,Net,,Down the Line,Forehand,Hugo Hashimoto,Winner,Hugo Hashimoto,,FALSE,,,2,0,1,4,2,0,15,,,7,2nd Serve In,Ad: Wide,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Winner,1,0,0,2,"Set 2: 4-2, 0-15 Emon van Loben Sels Serving"
83,Emon van Loben Sels,Hugo Hashimoto,0-30,2-Apr,0-1,,Deuce,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,3949199,3964620,15421,4,4-Jan,0,1,2nd Serve In,T,T,T,FALSE,Far,,,3.250322616,-262.0513998,24.6906168,-160.0761592,Crosscourt,Backhand,Net,,Down the Line,Backhand,Hugo Hashimoto,Error,Emon van Loben Sels,,FALSE,,,2,0,1,4,2,0,30,,,7,2nd Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Down the Line,Backhand,Error,0,1,1,0,"Set 2: 4-2, 0-30 Emon van Loben Sels Serving"
84,Emon van Loben Sels,Hugo Hashimoto,15-30,2-Apr,0-1,,Ad,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,3983969,3991600,7631,1,4-Jan,0,0,Double Fault,Body,Body,Body,FALSE,Far,,,-100.9900044,7.963763123,-90.72502187,19.47774497,,,Net,,,,Emon van Loben Sels,,Hugo Hashimoto,,FALSE,,,2,0,1,4,2,15,30,,,7,Double Fault,Ad: Body,,,,,,,,,,,,,0,0,0,0,"Set 2: 4-2, 15-30 Emon van Loben Sels Serving"
85,Emon van Loben Sels,Hugo Hashimoto,15-40,2-Apr,0-1,,Deuce,Emon van Loben Sels,Hugo Hashimoto,UCLA,Columbia,4016530,4020520,3990,4,4-Jan,1,0,1st Serve In,T,T,,FALSE,Far,,,33.27403762,-119.9276684,,,Down the Line,Forehand,,,Down the Line,Backhand,Hugo Hashimoto,Winner,Hugo Hashimoto,,TRUE,,,2,0,1,4,2,15,40,,,7,1st Serve In,Deuce: T,,,,,,,,Down the Line,Forehand,Down the Line,Backhand,Winner,0,1,0,1,"Set 2: 4-2, 15-40 Emon van Loben Sels Serving"
86,Emon van Loben Sels,Hugo Hashimoto,0-0,2-May,0-1,,Deuce,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,4099669,4100379,710,2,4-Jan,1,0,1st Serve In,T,T,,FALSE,Far,,,9.234005906,-169.2440234,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Emon van Loben Sels,Error,Hugo Hashimoto,,FALSE,,,2,0,1,5,2,0,0,,,8,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: T,,,,,,0,0,0,0,"Set 2: 5-2, 0-0 Hugo Hashimoto Serving"
87,Emon van Loben Sels,Hugo Hashimoto,15-0,2-May,0-1,,Ad,Hugo Hashimoto,Emon van Loben Sels,UCLA,Columbia,4119430,4178779,59349,4,4-Jan,1,1,1st Serve In,Wide,Wide,Wide,FALSE,Far,,,-141.8574803,-158.78896,-116.127734,-130.6792596,Down the Line,Backhand,Net,,Down the Line,Forehand,Emon van Loben Sels,Error,Hugo Hashimoto,,FALSE,,,2,0,1,5,2,15,0,,,8,,,Down the Line,Backhand,Down the Line,Forehand,Error,1st Serve In,Ad: Wide,,,,,,1,1,0,0,"Set 2: 5-2, 15-0 Hugo Hashimoto Serving"
