pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,serverStartLocation,returnerStartLocation,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
21,Emon van Loben Sels,Roger Pascual Ferra,0-0,2-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,838900.0,853650.0,14750.0,4,1-4,0,1,2nd Serve In,T,T,T,False,Near,,,-36.95585083,-212.7799431,-52.45483377,243.7810094,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Roger Pascual Ferra,Error,Emon van Loben Sels,,False,,,1,0,0,2,2,0,0,,,5,2nd Serve In,Deuce: T,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,1.0,0.0,0.0,1.0,"Set 1: 2-2, 0-0 Emon van Loben Sels Serving"
22,Emon van Loben Sels,Roger Pascual Ferra,15-0,2-2,0-0,,Ad,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,882380.0,894500.0,12120.0,3,1-4,0,1,2nd Serve In,Wide,Body,Wide,False,Near,,,93.87590223,-23.51361549,156.9318624,243.3025919,Down the Line,Forehand,Net,,Crosscourt,Forehand,Emon van Loben Sels,Error,Roger Pascual Ferra,,False,,,1,0,0,2,2,15,0,,,5,2nd Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,,,Down the Line,Forehand,,,,0.0,0.0,0.0,1.0,"Set 1: 2-2, 15-0 Emon van Loben Sels Serving"
23,Emon van Loben Sels,Roger Pascual Ferra,15-15,2-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,915570.0,933500.0,17930.0,2,1-4,0,1,2nd Serve In,Body,Wide,Body,False,Near,,,-181.1051345,244.5798392,-53.73024388,243.348294,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Roger Pascual Ferra,Error,Emon van Loben Sels,,False,,,1,0,0,2,2,15,15,,,5,2nd Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 2-2, 15-15 Emon van Loben Sels Serving"
24,Emon van Loben Sels,Roger Pascual Ferra,30-15,2-2,0-0,,Ad,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,962500.0,968530.0,6030.0,5,5-8,1,1,1st Serve In,Body,Body,T,False,Near,,,85.06397091,244.6583443,15.71099628,-443.0740868,Crosscourt,Backhand,,,Crosscourt,Forehand,Emon van Loben Sels,Winner,Emon van Loben Sels,,False,,,1,0,0,2,2,30,15,,,5,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,,,Crosscourt,Backhand,,,,0.0,0.0,2.0,1.0,"Set 1: 2-2, 30-15 Emon van Loben Sels Serving"
25,Emon van Loben Sels,Roger Pascual Ferra,40-15,2-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,990500.0,1001179.0,10679.0,2,1-4,1,1,1st Serve In,T,T,Body,False,Near,,,-0.8815069991,215.3517388,-92.00670932,243.348294,Crosscourt,Backhand,,,Crosscourt,Backhand,Roger Pascual Ferra,Winner,Roger Pascual Ferra,,False,,,1,0,0,2,2,40,15,,,5,1st Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Winner,0.0,0.0,0.0,1.0,"Set 1: 2-2, 40-15 Emon van Loben Sels Serving"
26,Emon van Loben Sels,Roger Pascual Ferra,40-30,2-2,0-0,,Ad,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1027900.0,1041180.0,13280.0,5,5-8,0,1,2nd Serve In,Wide,Wide,Wide,False,Near,,,121.815502,-52.45736002,120.7072452,240.8218941,Crosscourt,Forehand,Net,,Crosscourt,,Emon van Loben Sels,Error,Roger Pascual Ferra,,False,Emon van Loben Sels,,1,0,0,2,2,40,30,,,5,2nd Serve In,Ad: Wide,,,Crosscourt,,Error,,,Crosscourt,Forehand,,,,0.0,0.0,1.0,2.0,"Set 1: 2-2, 40-30 Emon van Loben Sels Serving"
27,Emon van Loben Sels,Roger Pascual Ferra,40-40,2-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1090500.0,1110729.0,20229.0,7,5-8,0,1,2nd Serve In,T,Wide,T,False,Near,,,-123.649404,310.4219051,-43.93051181,191.9220254,Crosscourt,Backhand,Wide Right,,Crosscourt,Backhand,Emon van Loben Sels,Error,Roger Pascual Ferra,,True,,,1,0,0,2,2,40,40,,,5,2nd Serve In,Deuce: T,,,Crosscourt,Backhand,Error,,,Crosscourt,Backhand,,,,2.0,0.0,0.0,3.0,"Set 1: 2-2, 40-40 Emon van Loben Sels Serving"
28,Emon van Loben Sels,Roger Pascual Ferra,40-Ad,2-2,0-0,,Ad,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1143569.0,1152380.0,8811.0,8,5-8,1,0,1st Serve In,Wide,Wide,,False,Near,,,117.2419619,243.6991743,,,Down the Line,Forehand,Net,,Down the Line,Forehand,Roger Pascual Ferra,Error,Emon van Loben Sels,,False,,,1,0,0,2,2,40,Ad,,,5,1st Serve In,Ad: Wide,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,1.0,1.0,2.0,2.0,"Set 1: 2-2, 40-Ad Emon van Loben Sels Serving"
29,Emon van Loben Sels,Roger Pascual Ferra,40-40,2-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1181930.0,1189280.0,7350.0,6,5-8,1,0,1st Serve In,T,T,,False,Near,,,-42.33579943,244.8042924,,,Down the Line,Forehand,Wide Right,,Down the Line,Backhand,Roger Pascual Ferra,Error,Emon van Loben Sels,,True,,,1,0,0,2,2,40,40,,,5,1st Serve In,Deuce: T,,,,,,,,Down the Line,Forehand,Down the Line,Backhand,Error,1.0,2.0,1.0,0.0,"Set 1: 2-2, 40-40 Emon van Loben Sels Serving"
30,Emon van Loben Sels,Roger Pascual Ferra,Ad-40,2-2,0-0,,Ad,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1218670.0,1233300.0,14630.0,3,1-4,0,1,2nd Serve In,Body,T,Body,False,Near,,,26.04009186,-5.469438976,79.3449311,227.4713309,Crosscourt,Forehand,Net,,Down the Line,Backhand,Emon van Loben Sels,Winner,Emon van Loben Sels,,False,,,1,0,0,2,2,Ad,40,,,5,2nd Serve In,Ad: Body,,,Down the Line,Backhand,Winner,,,Crosscourt,Forehand,,,,1.0,0.0,0.0,1.0,"Set 1: 2-2, Ad-40 Emon van Loben Sels Serving"
31,Emon van Loben Sels,Roger Pascual Ferra,0-0,3-2,0-0,,Deuce,Roger Pascual Ferra,Emon van Loben Sels,UCLA,TCU,1339130.0,1343599.0,4469.0,5,5-8,0,0,Double Fault,,Wide,,False,Near,,,-134.5904637,262.9821686,,,Down the Line,Forehand,Wide Left,,Down the Line,Forehand,Roger Pascual Ferra,Error,Emon van Loben Sels,,False,,,1,0,0,3,2,0,0,,,6,,,Down the Line,Forehand,,,,Double Fault,,,,Down the Line,Forehand,,0.0,1.0,2.0,0.0,"Set 1: 3-2, 0-0 Roger Pascual Ferra Serving"
32,Emon van Loben Sels,Roger Pascual Ferra,0-15,3-2,0-0,,Ad,Roger Pascual Ferra,Emon van Loben Sels,UCLA,TCU,1372530.0,1389050.0,16520.0,4,1-4,1,1,1st Serve In,Wide,Wide,T,False,Near,,,153.8887686,239.2471621,13.38156715,241.3133257,Down the Line,Backhand,Long,,Crosscourt,Forehand,Emon van Loben Sels,Error,Roger Pascual Ferra,,False,,,1,0,0,3,2,0,15,,,6,,,Down the Line,Backhand,Crosscourt,Forehand,Error,1st Serve In,Ad: Wide,,,,,,0.0,0.0,1.0,1.0,"Set 1: 3-2, 0-15 Roger Pascual Ferra Serving"
33,Emon van Loben Sels,Roger Pascual Ferra,15-15,3-2,0-0,,Deuce,Roger Pascual Ferra,Emon van Loben Sels,UCLA,TCU,1410900.0,1435219.0,24319.0,10,9-12,0,1,2nd Serve In,Body,Body,Body,False,Near,,,-57.91634952,340.235444,-61.39104878,244.6774059,Down the Line,Backhand,Wide Right,,Down the Line,Backhand,Emon van Loben Sels,Error,Roger Pascual Ferra,,False,,,1,0,0,3,2,15,15,,,6,,,Down the Line,Backhand,Down the Line,Backhand,Error,2nd Serve In,Deuce: Body,,,,,,2.0,2.0,2.0,2.0,"Set 1: 3-2, 15-15 Roger Pascual Ferra Serving"
34,Emon van Loben Sels,Roger Pascual Ferra,30-15,3-2,0-0,,Ad,Roger Pascual Ferra,Emon van Loben Sels,UCLA,TCU,1463699.0,1498780.0,35081.0,11,9-12,1,1,1st Serve In,T,T,T,False,Near,,,44.38458552,226.741437,46.1673119,224.6216098,Crosscourt,Forehand,Wide Right,,Crosscourt,Forehand,Roger Pascual Ferra,Error,Emon van Loben Sels,,False,,,1,0,0,3,2,30,15,,,6,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Error,3.0,0.0,2.0,4.0,"Set 1: 3-2, 30-15 Roger Pascual Ferra Serving"
35,Emon van Loben Sels,Roger Pascual Ferra,30-30,3-2,0-0,,Deuce,Roger Pascual Ferra,Emon van Loben Sels,UCLA,TCU,1532099.0,1548380.0,16281.0,4,1-4,0,1,2nd Serve In,Wide,T,Wide,False,Near,,,7.758409886,244.386811,-110.3044291,227.953423,Down the Line,Forehand,,,Down the Line,Backhand,Emon van Loben Sels,Winner,Emon van Loben Sels,,False,,,1,0,0,3,2,30,30,,,6,,,Down the Line,Forehand,Down the Line,Backhand,Winner,2nd Serve In,Deuce: Wide,,,,,,1.0,0.0,1.0,1.0,"Set 1: 3-2, 30-30 Roger Pascual Ferra Serving"
36,Emon van Loben Sels,Roger Pascual Ferra,30-40,3-2,0-0,,Ad,Roger Pascual Ferra,Emon van Loben Sels,UCLA,TCU,1579729.0,1594579.0,14850.0,4,1-4,0,1,2nd Serve In,Body,Body,Body,False,Near,,,85.77556868,253.0284503,78.85927931,243.876203,Crosscourt,Backhand,,,Down the Line,Forehand,Emon van Loben Sels,Winner,Emon van Loben Sels,,True,,,1,0,0,3,2,30,40,,,6,,,Crosscourt,Backhand,Down the Line,Forehand,Winner,2nd Serve In,Ad: Body,,,,,,0.0,1.0,2.0,0.0,"Set 1: 3-2, 30-40 Roger Pascual Ferra Serving"
37,Emon van Loben Sels,Roger Pascual Ferra,0-0,4-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1643020.0,1643020.0,0.0,1,1-4,1,0,1st Serve In,T,T,,True,Far,,,0.5860126859,-241.6205326,,,,,,,,,Emon van Loben Sels,,Emon van Loben Sels,,False,,,1,0,0,4,2,0,0,,,7,Ace,Deuce: T,,,,,,,,,,,,,0.0,0.0,0.0,0.0,"Set 1: 4-2, 0-0 Emon van Loben Sels Serving"
38,Emon van Loben Sels,Roger Pascual Ferra,15-0,4-2,0-0,,Ad,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1663079.0,1663079.0,0.0,1,1-4,1,0,1st Serve In,T,T,,True,Far,,,-10.85007655,-186.4221566,,,,,,,,,Emon van Loben Sels,,Emon van Loben Sels,,False,,,1,0,0,4,2,15,0,,,7,Ace,Ad: T,,,,,,,,,,,,,0.0,0.0,0.0,0.0,"Set 1: 4-2, 15-0 Emon van Loben Sels Serving"
39,Emon van Loben Sels,Roger Pascual Ferra,30-0,4-2,0-0,,Deuce,Emon van Loben Sels,Roger Pascual Ferra,UCLA,TCU,1677280.0,1679479.0,2199.0,3,1-4,0,0,Double Fault,,Wide,,False,Far,,,152.1312664,-335.8845199,,,Crosscourt,Backhand,,,Down the Line,Forehand,Emon van Loben Sels,Winner,Emon van Loben Sels,,False,,,1,0,0,4,2,30,0,,,7,Double Fault,,,,Down the Line,Forehand,,,,Crosscourt,Backhand,,,,0.0,0.0,1.0,1.0,"Set 1: 4-2, 30-0 Emon van Loben Sels Serving"
