pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,serverStartLocation,returnerStartLocation,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
90,Gianluca Ballotta,Bernardo Munk Mesa,40-15,2-1,0-1,,Deuce,Gianluca Ballotta,Bernardo Munk Mesa,UCLA,Cal,4235589.0,4238290.0,2701.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,,,122.8041831,-199.8353784,,,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Gianluca Ballotta,Error,Bernardo Munk Mesa,,False,,,2,0,1,2,1,40,15,,,4,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,1.0,0.0,0.0,0.0,"Set 2: 2-1, 40-15 Gianluca Ballotta Serving"
91,Gianluca Ballotta,Bernardo Munk Mesa,40-30,2-1,0-1,,Ad,Gianluca Ballotta,Bernardo Munk Mesa,UCLA,Cal,4258330.0,4265290.0,6960.0,5,5-8,1,0,1st Serve In,Body,Body,,False,Far,,,-96.29149169,-157.266437,,,Down the Line,Backhand,,,Down the Line,Forehand,Gianluca Ballotta,Winner,Gianluca Ballotta,,False,,Bernardo Munk Mesa,2,0,1,2,1,40,30,,,4,1st Serve In,Ad: Body,,,Down the Line,Forehand,Winner,,,Down the Line,Backhand,,,,0.0,0.0,1.0,1.0,"Set 2: 2-1, 40-30 Gianluca Ballotta Serving"
92,Gianluca Ballotta,Bernardo Munk Mesa,0-0,2-2,0-1,,Deuce,Bernardo Munk Mesa,Gianluca Ballotta,UCLA,Cal,4302609.0,4319259.0,16650.0,8,5-8,0,1,2nd Serve In,Wide,Body,Wide,False,Near,,,-79.16947178,-222.1688539,-143.4085958,186.0707021,Crosscourt,Backhand,Net,,Down the Line,Forehand,Gianluca Ballotta,Winner,Gianluca Ballotta,,False,,,2,0,1,2,2,0,0,,,5,,,Crosscourt,Backhand,Down the Line,Forehand,Winner,2nd Serve In,Deuce: Wide,,,,,,2.0,1.0,1.0,3.0,"Set 2: 2-2, 0-0 Bernardo Munk Mesa Serving"
93,Gianluca Ballotta,Bernardo Munk Mesa,0-15,2-2,0-1,,Ad,Bernardo Munk Mesa,Gianluca Ballotta,UCLA,Cal,4341279.0,4347240.0,5961.0,5,5-8,1,0,1st Serve In,T,T,,False,Near,,,1.520264654,221.1832349,,,Down the Line,Backhand,,,Crosscourt,Forehand,Bernardo Munk Mesa,Winner,Bernardo Munk Mesa,,False,,,2,0,1,2,2,0,15,,,5,,,Down the Line,Backhand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Winner,0.0,0.0,2.0,2.0,"Set 2: 2-2, 0-15 Bernardo Munk Mesa Serving"
94,Gianluca Ballotta,Bernardo Munk Mesa,15-15,2-2,0-1,,Deuce,Bernardo Munk Mesa,Gianluca Ballotta,UCLA,Cal,4374580.0,4375560.0,980.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,,,-145.9922955,230.0780348,,,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Gianluca Ballotta,Error,Bernardo Munk Mesa,,False,,,2,0,1,2,2,15,15,,,5,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 2: 2-2, 15-15 Bernardo Munk Mesa Serving"
95,Gianluca Ballotta,Bernardo Munk Mesa,30-15,2-2,0-1,,Ad,Bernardo Munk Mesa,Gianluca Ballotta,UCLA,Cal,4390410.0,4394729.0,4319.0,5,5-8,1,0,1st Serve In,Body,Body,,False,Near,,,98.98806868,198.3787292,,,Crosscourt,Forehand,,,Down the Line,,Bernardo Munk Mesa,Winner,Bernardo Munk Mesa,,False,,Bernardo Munk Mesa,2,0,1,2,2,30,15,,,5,,,Crosscourt,Forehand,,,,1st Serve In,Ad: Body,,,Down the Line,,Winner,0.0,0.0,2.0,2.0,"Set 2: 2-2, 30-15 Bernardo Munk Mesa Serving"
96,Gianluca Ballotta,Bernardo Munk Mesa,40-15,2-2,0-1,,Deuce,Bernardo Munk Mesa,Gianluca Ballotta,UCLA,Cal,4419000.0,4444129.0,25129.0,6,5-8,0,1,2nd Serve In,,,,False,Near,,,,,,,Down the Line,Forehand,,,Down the Line,,Gianluca Ballotta,Winner,Gianluca Ballotta,,False,Gianluca Ballotta,,2,0,1,2,2,40,15,,,5,,,Down the Line,Forehand,Down the Line,,Winner,2nd Serve In,,,,,,,0.0,1.0,2.0,2.0,"Set 2: 2-2, 40-15 Bernardo Munk Mesa Serving"
97,Gianluca Ballotta,Bernardo Munk Mesa,0-0,3-2,0-1,,Ad,Gianluca Ballotta,Bernardo Munk Mesa,UCLA,Cal,4473640.0,4634419.0,160779.0,7,5-8,1,1,1st Serve In,Wide,Wide,T,False,Near,,,125.8285597,170.3410269,-25.49273841,175.3655402,Crosscourt,Backhand,Wide Left,,Down the Line,Forehand,Gianluca Ballotta,Error,Bernardo Munk Mesa,,False,Gianluca Ballotta,,2,0,1,3,2,0,0,,,6,1st Serve In,Ad: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,0.0,2.0,3.0,0.0,"Set 2: 3-2, 0-0 Gianluca Ballotta Serving"
98,Gianluca Ballotta,Bernardo Munk Mesa,0-15,3-2,0-1,,Ad,Gianluca Ballotta,Bernardo Munk Mesa,UCLA,Cal,4659910.0,4665870.0,5960.0,4,1-4,1,0,1st Serve In,Body,Body,,False,Near,,,67.09596457,8.50407371,,,Down the Line,Backhand,Net,,Down the Line,Backhand,Bernardo Munk Mesa,Error,Gianluca Ballotta,,False,,,2,0,1,3,2,0,15,,,6,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,1.0,1.0,"Set 2: 3-2, 0-15 Gianluca Ballotta Serving"
99,Gianluca Ballotta,Bernardo Munk Mesa,15-15,3-2,0-1,,Deuce,Gianluca Ballotta,Bernardo Munk Mesa,UCLA,Cal,4692270.0,4701459.0,9189.0,2,1-4,0,1,2nd Serve In,Body,Wide,Body,False,Near,,,-126.2674759,-0.466972878,-87.24083005,144.9383147,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Bernardo Munk Mesa,Error,Gianluca Ballotta,,False,,,2,0,1,3,2,15,15,,,6,2nd Serve In,Deuce: Body,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 2: 3-2, 15-15 Gianluca Ballotta Serving"
